¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62777
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46084
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63966
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82544
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01845
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21906
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4277
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64478
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87075
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24591
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243237
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449229
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670305
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907852
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16001
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440515
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745097
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576078
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970028
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403419
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882322
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34825
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80515
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30601
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85738
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26126
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56793
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71269
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8628
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01841
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17984
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34736
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52122
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70176
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88928
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08414
ã(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28668
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49734
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71655
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96058
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30508
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233562
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438859
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659167
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896152
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147566
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427028
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198398
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556345
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948397
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379557
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855928
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34486
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80142
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30191
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79579
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19436
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62172
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76782
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9193
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07641
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23938
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40847
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58402
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7663
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95565
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15242
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35699
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57326
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81149
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05996
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36499
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223958
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42857
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648116
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884254
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135213
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413641
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180464
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536768
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926908
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355888
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829733
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34186
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79814
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29829
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73486
â(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12912
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55268
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82505
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97802
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13663
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30117
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.472
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64927
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83338
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02464
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22341
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4381
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6697
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91114
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16295
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4278
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21443
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418361
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637153
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87245
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124539
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400356
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162678
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517312
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905581
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332413
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803695
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3268
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79522
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29512
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67542
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06548
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48442
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88441
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0389
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19915
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36536
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53789
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71699
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90301
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0963
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30945
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53477
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76958
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01435
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26968
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53621
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204977
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408231
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626276
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860744
ğ(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113513
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387172
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144981
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498018
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884402
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309044
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777914
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29808
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79271
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25714
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61747
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00345
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41788
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86396
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10207
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26396
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43196
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60628
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7873
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97634
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18705
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4064
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63489
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87296
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12123
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38027
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65067
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195597
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398186
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61549
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849134
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100985
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818571
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127411
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478819
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863386
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28589
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752289
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26957
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79061
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20418
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56096
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94301
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35308
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79429
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16756
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33119
(425.07, 9.52, 363.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50097
