¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20674
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00389
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96959
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09266
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41477
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91625
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.23436
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.21053
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.18948
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.17119
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.15564
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.14282
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.13273
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.12535
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.12068
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.11871
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.11945
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457684
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675898
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910424
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163172
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436213
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73213
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053832
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404726
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789026
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211528
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678245
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19641
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7749
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42474
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15994
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99839
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9632
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08518
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36948
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84676
Æ(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.28251
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.25862
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.23751
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.21916
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.20356
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.19071
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.18059
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.17318
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.16849
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.16652
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.16726
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456413
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674525
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908966
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161588
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434513
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730266
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051781
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402501
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78657
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208844
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675307
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19308
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77116
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42053
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1552
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99292
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9569
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07268
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31425
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77819
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.33367
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.3097
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.28853
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.27012
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.25448
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.24158
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.23142
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.22399
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.21929
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.2173
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.21804
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455175
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673183
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907512
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160004
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432805
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728429
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049807
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400314
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78418
Å(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206224
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672354
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18985
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76756
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41647
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15056
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98762
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95074
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03401
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27435
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71046
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.38787
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.36382
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.34258
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.32412
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.30842
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.29548
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.28528
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.27783
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.2731
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.27111
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.27184
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453916
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671859
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906075
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158454
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431142
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726633
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047814
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398198
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781818
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203647
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669503
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18666
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76397
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41243
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14597
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98236
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93941
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99579
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23502
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64364
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.44515
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.42102
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.39971
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.38118
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.36543
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.35244
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.34221
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.33473
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.32998
ª(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.32798
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.3287
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452736
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670587
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904731
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156966
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429527
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724851
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045905
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396109
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779513
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201096
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666714
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18355
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76047
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40852
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1415
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97727
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92436
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95802
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1963
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57763
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.50556
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.48135
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.45996
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.44137
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.42556
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.41253
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.40225
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.39473
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.38997
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.38795
(324.02, 7.45, 368.51) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.38868
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451576
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669301
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903341
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15551
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427962
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72315
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04402
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394054
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777291
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198627
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663961
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18048
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75707
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40465
(324.02, 7.45, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13718
