¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.24561
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.14624
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.12897
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.11341
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.09955
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.31351
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.9916
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.03175
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.41314
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.84861
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.33144
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.856
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.4175
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.01186
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979434
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187241
‘(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411003
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653078
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917949
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208001
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524611
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415672
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825534
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254562
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72774
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25785
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8865
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59904
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.5488
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.5069
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.47508
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.45698
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.31585
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.29832
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.28252
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.26844
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.28888
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.96218
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.86374
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.25944
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.70744
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.20132
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.73565
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.30584
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.03057
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979989
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187838
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411646
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654159
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919807
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210025
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526825
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418487
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827027
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25816
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731708
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26215
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89136
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60456
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41976
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.72594
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.69547
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.67455
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.66245
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.47463
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.45858
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.44427
†(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.26478
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.93339
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.70214
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.11146
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.5714
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.07581
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.61947
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.20153
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.20263
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980545
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188436
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412446
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655238
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92165
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212033
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529021
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876384
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827435
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261787
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735713
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26643
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89618
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61006
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42603
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.33652
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.07845
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.05605
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.03552
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.65831
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.64199
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.62745
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.2412
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.08497
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.54667
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.96895
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.44027
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.95472
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.5073
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.38076
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.38187
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981102
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189036
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413442
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656384
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923479
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214024
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531199
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.878776
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82786
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265426
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73978
§(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27065
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9009
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61549
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43226
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.198
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.08628
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.06323
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.04206
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.84976
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.83316
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.81838
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.21814
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.29987
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.39707
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.83169
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.31386
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.8379
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.56818
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.56757
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.5687
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981659
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189635
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414435
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658049
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925286
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215994
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533354
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881143
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263891
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268246
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743887
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27483
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90565
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62085
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43843
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.29887
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.2591
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.22787
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.20942
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.04943
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.03255
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.0175
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.1956
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.52399
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.25307
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.69945
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.19197
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.76541
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.76303
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.76241
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.76354
ø(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982219
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190397
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415424
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659699
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927079
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217949
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535491
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883489
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266479
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268728
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748035
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27895
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91034
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62615
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44454
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.50152
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.45124
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.41276
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.39445
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.25781
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.24063
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.22531
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.21186
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.70792
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.11445
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.57204
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.07444
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.9688
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.96638
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.96574
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.96688
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98278
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191314
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416414
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661334
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928855
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.219883
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537608
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885815
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269043
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691512
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752268
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28304
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91496
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63143
(327.87, 7.28, 381.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45059
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.74487
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.6944
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.65187
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.62841
(327.87, 7.28, 381.61) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.62528
