¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.040472
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.68169
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.62638
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.61872
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.61265
ß(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.68379
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.77699
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.04464
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111856
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315032
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533161
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70688
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.566633
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.325947
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.282546
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.260471
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.239479
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.219553
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.233091
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.300231
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.369795
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.441883
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.516603
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.689534
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.927594
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.33107
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.31101
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.33974
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.43554
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.07286
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.76631
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.65097
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.59767
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.59004
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.58399
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.65561
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.74831
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.01555
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110539
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313601
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531617
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722847
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.816771
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.558653
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.412485
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.389934
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.368489
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.348133
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.329018
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.398525
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.470552
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.545208
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.622606
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.756458
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.999533
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.261875
Î(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.21737
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.25536
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.34961
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.03074
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.39281
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.52925
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.61923
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.62119
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.61456
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.53632
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.4274
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.98827
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109253
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312206
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53011
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739214
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905342
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.810992
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.555142
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.525863
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.503942
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.483131
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.463416
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.500691
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.575325
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.652698
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.732929
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.82526
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.07355
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.341721
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.12691
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.17373
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.2665
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.43723
(339.44, 7.21, 369.23) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.34864
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54889
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.6417
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.63244
(339.44, 7.21, 369.23) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.62494
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107979
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310839
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528663
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755973
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923053
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.0855
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.80996
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.668722
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.646298
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.625011
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.604844
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.606937
Ã(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.684332
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.764582
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.847816
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.934175
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.149714
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.423954
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.03954
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.09477
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.18612
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.37227
(339.44, 7.21, 369.23) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.22917
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55288
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10674
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309554
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527244
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761564
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941158
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118809
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.087337
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.81902
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.79607
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.77428
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.753634
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.734115
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.797807
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.881111
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.967533
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.057223
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.228105
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.508666
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.95515
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.0184
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.10839
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.3093
(339.44, 7.21, 369.23) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.12068
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55726
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105577
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308253
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525883
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760103
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959732
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138392
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327594
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.094129
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.95381
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.93149
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.910341
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.890347
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 6.916007
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.002552
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.09236
¾(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.185589
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.308803
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.595947
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.907806
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 10.97257
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.03323
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.24829
(339.44, 7.21, 369.23) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.0154
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56202
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104408
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307019
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524523
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758653
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978746
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15848
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354048
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.4008
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.12014
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.097259
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.075579
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.055078
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.039205
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.129192
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.222602
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.319599
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.42036
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.6859
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 8.005507
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.98722
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.83709
(339.44, 7.21, 369.23) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.18919
(339.44, 7.21, 369.23) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.91325
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.56718
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103761
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305791
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52326
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757292
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998226
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180668
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381465
(339.44, 7.21, 369.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594956
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.416527
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.272264
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.250019
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.228987
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.209149
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.261348
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.35859
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.459602
(339.44, 7.21, 369.23) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 7.564569
