¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6817
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.784214
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314291
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860741
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68178
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84537
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90265
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7173
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53362
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33691
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78545
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74951
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83409
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80215
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54605
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28424
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95552
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42059
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90927
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42331
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98709
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80872
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359726
­(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794987
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.329059
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877359
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75272
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87388
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90377
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71857
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52936
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34798
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1688
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75823
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84388
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7198
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45722
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25518
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87034
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33158
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81619
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32586
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86244
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64508
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368917
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806788
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.343212
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.893292
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82125
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90064
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90422
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74295
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52499
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35905
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18112
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76687
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85365
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63932
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3704
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17408
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83963
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33195
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85044
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39711
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97336
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5966
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377604
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821761
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356741
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.908523
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88726
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92561
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.904
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79833
·(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52048
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37011
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19343
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77545
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86334
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65446
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48777
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37052
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93589
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43275
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95615
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50817
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08474
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69081
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385787
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835971
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.36964
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931224
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95063
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9488
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90312
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81916
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51586
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38115
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23434
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.27673
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03372
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84762
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69824
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42236
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99068
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53691
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06543
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62075
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19994
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81206
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393454
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849401
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381905
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954175
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01125
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97015
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90157
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81487
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51112
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39219
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.30155
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32877
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19049
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04566
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91417
µ(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47646
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04779
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6445
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17832
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73414
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31914
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93753
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400606
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.862036
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393522
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.976087
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02772
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98964
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89935
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81048
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50626
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4032
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34746
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.38262
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35039
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24867
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99047
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53287
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10736
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71682
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29165
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91486
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61893
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.407235
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873879
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.40449
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.996943
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04039
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00727
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89647
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80597
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50385
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4142
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39336
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55296
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51348
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45687
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04618
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59158
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20486
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88309
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72143
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41106
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.413344
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.884915
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414801
¡(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01673
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05164
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02299
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89292
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80137
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59893
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42518
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43921
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70702
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67981
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60493
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17882
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78896
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43869
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37108
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21141
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93106
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418925
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.895137
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424446
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03542
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06146
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03217
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88872
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79665
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68815
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43614
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48503
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86221
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84951
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7797
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39242
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01558
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74657
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89885
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7246
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.423977
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904538
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.433424
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05301
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06985
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03889
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88385
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79183
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69802
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44707
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53078
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01849
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43595
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9009
(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61223
