¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993594
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15701
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12938
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33254
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78102
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64316
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00225
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74402
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11955
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317235
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529125
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756765
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001935
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795578
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166155
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575102
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94483
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974915
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.321804
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.815726
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38222
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0778
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14249
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16255
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1463
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35471
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81607
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.65095
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0052
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74775
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121756
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319595
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531657
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759488
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487279
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827435
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201234
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613922
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791195
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.897039
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.338811
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.834637
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39898
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09744
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11711
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16384
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16958
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37688
£(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85131
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68326
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0083
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75167
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124019
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322018
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534256
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212318
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517946
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859448
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236553
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65296
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.669636
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.911474
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.350331
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.853694
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41569
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11706
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09047
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1648
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19316
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39904
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88186
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81768
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01158
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75578
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12634
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324503
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536921
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241879
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550189
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891587
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271979
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.530687
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.575886
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926042
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.365116
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872892
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43235
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13665
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06262
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16542
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21705
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42119
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91228
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82045
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01498
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76011
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128719
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327049
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986082
§(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271603
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582648
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923907
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307596
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.395421
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540883
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94074
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381343
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892235
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45215
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1562
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03356
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16572
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24123
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44333
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94268
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82335
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01854
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76464
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131155
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329656
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013523
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301482
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615316
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958519
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296953
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307842
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554373
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955568
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397719
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.911716
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47396
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17573
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00333
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16568
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26572
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.46735
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97308
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82636
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02226
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76933
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133647
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77387
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041163
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331573
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648142
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994537
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174718
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227379
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567976
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.970525
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414237
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931335
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49592
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19521
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01305
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17126
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28688
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49478
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00346
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82946
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02613
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77146
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136196
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799457
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068913
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361772
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68114
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03077
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065702
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220873
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576183
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98561
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4309
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.951091
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51805
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21464
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03511
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18531
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29927
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52123
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0364
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83276
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03017
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74949
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574447
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825131
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096793
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392161
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71434
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972697
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991759
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.233109
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589544
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000819
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.447705
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.970982
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54033
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23403
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05711
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19933
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31166
¶(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54059
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03918
