¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ì(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92458
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51062
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52994
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773252
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052599
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29007
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541779
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800532
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07491
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36665
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68623
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33526
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74987
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19786
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53853
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88269
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24831
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.33803
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.3186
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30268
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29025
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28131
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27585
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27386
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27535
É(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28031
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29472
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30665
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.32207
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34101
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759161
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014227
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24951
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498842
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757126
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02888
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31774
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6254
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10911
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50638
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93489
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35537
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68894
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04301
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64099
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.13879
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12276
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.1102
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.1011
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.09545
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.09325
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0945
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0992
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.11326
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12487
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.13995
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.1585
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744765
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976551
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209683
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456643
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714535
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983687
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26978
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57436
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89926
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27316
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6835
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12669
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50187
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84496
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29751
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90722
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.94895
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.93626
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92701
Ë(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92118
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.91879
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.9198
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92424
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.93799
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.94929
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.96403
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98222
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721092
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939493
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170501
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4152
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672722
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939385
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22276
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52435
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84439
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07201
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44296
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86705
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32123
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65389
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00699
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90222
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78105
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.76824
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75885
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75286
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75027
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75107
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75527
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7687
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.77971
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79413
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90664
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686587
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903066
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132002
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374456
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631617
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895927
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17659
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47526
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7832
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99103
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24718
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61884
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05751
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46939
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81174
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45696
Î(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94818
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60598
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59645
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5903
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58752
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58811
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59208
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60522
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61595
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63006
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.64758
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652657
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867273
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094206
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334474
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589233
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853276
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13133
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42718
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72361
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92555
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16424
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43013
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80131
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25534
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62329
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12744
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16421
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44928
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43963
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43332
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43037
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43077
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43452
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44737
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45783
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47165
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48885
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619284
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832092
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057022
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29517
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547625
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811432
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08696
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37997
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66559
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86511
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0834
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34518
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62139
Ê(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99081
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44139
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81395
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62068
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.298
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28823
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28178
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27867
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27888
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28242
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29499
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30519
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31874
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33564
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3559
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586535
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797544
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020536
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256578
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506773
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770423
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04344
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33378
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60912
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80633
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01271
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26237
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53431
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8215
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18777
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59747
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28326
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4278
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.1421
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13552
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13225
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13228
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13562
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.14793
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.15789
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.17117
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.18777
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554344
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763578
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984735
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218698
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466645
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72982
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00078
(419.30, 13.66, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28848
