¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.1254
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.932611
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.5553
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.67225
Ó(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.97562
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.09764
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.82852
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.71066
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.69748
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.70483
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.82212
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.07994
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18193
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46165
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765296
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095925
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457318
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855719
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.211564
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.183912
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.15779
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.174816
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.267817
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.364137
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.517336
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.839903
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.42907
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.54339
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.8754
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.99819
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.75907
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.64646
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.63331
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.64299
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.75915
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.01889
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180881
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460557
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764063
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094602
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455833
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852313
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.060532
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.033278
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.00753
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.054351
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.144563
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.237981
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.432991
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.749554
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.30687
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.41869
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.77779
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.90366
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.69255
×(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.58487
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.57175
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.58358
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.69866
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.96002
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179729
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459297
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762709
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093153
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454248
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850445
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.915671
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.888803
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.863415
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.938009
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.025566
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.116227
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.350734
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.661497
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.18857
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.29799
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.68272
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.81391
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.62891
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.52583
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.51274
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.52655
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.6406
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.9033
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178484
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457961
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761244
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091524
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452486
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.804628
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.776649
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.750152
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.743482
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.82561
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.910641
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.998679
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.270506
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.97055
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.07403
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.19617
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.59013
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.72879
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.56808
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.46929
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.45624
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.47186
Ë(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.58493
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.84867
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177108
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45647
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759655
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089781
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450543
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.773553
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.746865
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.721638
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.69785
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.716987
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.799609
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.912147
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.19225
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.86177
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.96311
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.11168
(336.44, 7.04, 317.66) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.24579
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.66631
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.51001
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.41522
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.4022
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.41947
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.5316
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.79612
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175653
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4549
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757917
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087885
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448501
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844141
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288034
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789663
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.13834
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.11081
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.74006
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.840557
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.115912
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.75639
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.8557
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 12.02936
(336.44, 7.04, 317.66) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.05395
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.60974
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.45463
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.36355
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.35056
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.36932
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.48056
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.74559
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174089
È(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453186
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756064
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08587
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446262
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841737
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283092
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784143
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.991467
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.964287
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.91799
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.808738
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.041446
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.65432
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.75167
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.94914
(336.44, 7.04, 317.66) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.86873
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.55588
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.40191
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.31425
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.30129
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.32139
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.43179
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.69707
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172443
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451365
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754086
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083712
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443933
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839113
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277912
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778364
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.850229
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.823385
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.739537
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 9.543653
(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 8.968797
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.55544
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.65091
(336.44, 7.04, 317.66) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 11.87098
(336.44, 7.04, 317.66) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.68985
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.50468
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.35178
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.26729
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.25436
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.27565
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.38523
(336.44, 7.04, 317.66) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.65052
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170648
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449448
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751988
