¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08193
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833904
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.306814
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.826407
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4135
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06466
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80718
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67886
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46441
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67246
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0723
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69815
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5764
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32182
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.11307
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.268894
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.434939
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.612065
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802019
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005564
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224071
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460615
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719329
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998132
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295619
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632993
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004334
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399096
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.825061
Ä(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.295802
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.814527
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40013
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04798
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78254
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65567
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4305
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61711
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01247
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61338
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54235
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17378
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.111466
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.267184
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433054
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610045
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799852
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003054
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221364
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457848
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716326
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993886
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291664
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628653
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998149
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.391874
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816557
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285196
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.803086
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38619
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03188
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76044
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63324
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57046
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56325
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95424
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53742
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51047
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05134
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.109945
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.265563
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431265
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608131
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797798
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000669
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218794
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455221
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713475
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989829
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287887
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624506
Å(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991965
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384496
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808393
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274996
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792083
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37149
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01636
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74167
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61155
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53413
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51093
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88618
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46364
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48068
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98026
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94896
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.108507
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264028
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429574
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606322
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795857
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998411
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21636
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452732
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710774
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985966
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284285
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620552
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986034
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.37742
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.800568
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265198
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781516
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35734
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00142
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72355
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58952
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49887
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46008
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81748
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39205
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39059
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91239
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84519
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107153
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.262584
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427983
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604618
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794029
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99628
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214062
¹(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45038
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708223
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982296
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280859
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616793
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980356
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.370649
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79308
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255802
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.771385
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34373
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98706
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70606
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5559
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46467
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5274
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75058
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3226
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26792
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78519
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74524
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.105881
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261227
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42649
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60302
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792216
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994276
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211901
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448169
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705824
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978816
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277611
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613228
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974931
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364183
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78593
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.246807
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.761687
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33066
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97328
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6892
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52331
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43153
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48631
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68539
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25525
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15435
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65758
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66117
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.104692
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.259959
°(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.425095
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601526
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790469
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992396
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209877
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446095
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703574
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975528
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274536
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609855
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96976
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358023
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.779114
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.238213
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752423
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31812
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96006
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67298
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49176
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39943
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44646
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62195
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18376
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05557
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53374
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63864
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.103586
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.25878
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.423798
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.600138
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788839
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990645
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207989
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444161
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701475
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972434
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27164
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.606678
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96484
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352163
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772635
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230018
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74359
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30612
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94742
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65739
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46257
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36639
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40785
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58999
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1049
¯(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95962
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41353
(397.72, 14.08, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61924
