¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093512
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.172442
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900762
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096529
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301494
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517913
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750726
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001904
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27361
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568408
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889358
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.490408
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.465525
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.441914
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.419556
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.398431
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.378527
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.359824
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.342309
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.325967
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.310787
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.296757
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.283865
ı(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.272103
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.261461
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.251931
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.243505
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.236178
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.229944
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.224798
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.220736
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.217755
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.215854
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903659
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098053
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299529
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515754
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748417
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999394
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270903
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565489
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886175
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.537559
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.512499
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.488719
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.466201
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.444924
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.424874
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.406034
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.38839
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.371927
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.356633
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.342496
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.329505
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.31765
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.306922
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.297314
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.288818
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.281426
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.275135
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.269937
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.265832
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.262815
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.260884
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906557
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096239
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297613
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513702
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746188
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996995
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268298
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562665
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883117
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.586455
 (379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.561212
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.537257
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.514571
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.493137
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.472937
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.453955
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.436176
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.419587
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.404174
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.389927
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.376832
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.364882
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.354065
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.344375
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.335805
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.328346
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.321994
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.316746
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.312594
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.309538
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.307576
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911107
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09452
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295743
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511731
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744072
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994725
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265806
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55996
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880165
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.637149
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.611714
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.587576
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.564718
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.54312
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.522763
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.503634
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.485716
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.468995
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.453459
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.439095
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.425894
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.413844
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.402935
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.39316
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.384512
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.376985
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.370571
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.365267
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.361068
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.357973
õ(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.355976
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916514
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101787
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295684
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50982
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742043
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992508
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263456
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557384
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877334
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.689688
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.664055
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.63973
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.616692
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.594921
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.574403
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.55512
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.537058
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.520201
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.504537
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.490053
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.47674
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.464586
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.453581
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.443719
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.43499
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.427391
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.420914
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.415552
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.411304
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.408167
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.406137
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92197
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1101
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304586
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512847
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740084
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990397
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26115
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554886
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874629
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.744129
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.718291
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.693769
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.670545
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.648598
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.627911
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.608469
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.590256
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.573257
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.55746
ı(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.542851
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.529422
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.51716
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.506057
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.496103
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.487292
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.479616
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.473071
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.46765
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.463351
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.460169
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.458103
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927489
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118534
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313596
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522493
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746746
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988389
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258953
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552526
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872036
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.800529
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.774478
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.749753
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.726335
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.704204
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.683343
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.663735
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.645366
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.628221
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.612285
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.597548
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.583997
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.571623
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.560416
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.550368
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.54147
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.533716
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.527101
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.521618
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.517266
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.514039
(379.29, 14.48, 271.60) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 7.511935
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933022
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127078
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322749
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532276
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757278
(379.29, 14.48, 271.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999388
