¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41915
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62267
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26676
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.857433
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.349963
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.864729
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37475
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89794
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46964
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10152
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74522
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51715
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29131
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16586
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13181
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96977
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20427
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61913
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26268
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.010221
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369081
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.877894
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38937
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91518
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48649
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10653
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76663
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52693
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29615
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17447
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13726
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22179
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20104
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61543
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25832
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98186
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301249
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412011
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.890627
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39261
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93199
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50326
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11126
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78765
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53102
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30185
Ë(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.179
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1424
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21895
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19757
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61142
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2537
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98697
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512471
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.609549
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902919
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40184
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94835
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51962
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11573
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80826
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53485
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31353
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18327
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14728
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21586
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19394
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6072
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24875
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9925
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51956
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.814898
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914764
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41615
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95374
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53556
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13263
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82846
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53844
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32489
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18726
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.153
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21252
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19006
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60269
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24349
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99853
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525806
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01001
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06828
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43005
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96578
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54339
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15026
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84824
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54179
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33591
Ø(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19098
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15158
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20893
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18594
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59796
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23794
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01693
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531249
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01991
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23767
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44352
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97933
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54667
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16752
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85421
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55086
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33984
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19443
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14821
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20509
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1816
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59296
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23211
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03932
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535884
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02939
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44465
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49752
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99248
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55643
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18439
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85677
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56007
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34266
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19846
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14462
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20471
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17709
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5877
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22594
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04705
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539727
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0385
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52255
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6424
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00524
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5712
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20086
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85911
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56899
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34524
Ø(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20237
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14082
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20374
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17231
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58223
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21956
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05169
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531598
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04721
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53218
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8149
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0176
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58561
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21694
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86449
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5776
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34758
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20569
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1368
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19821
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38396
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57648
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21286
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05665
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492616
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05552
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.534
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02264
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06948
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59966
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23262
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87192
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5859
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35012
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20194
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13367
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19249
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38022
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57048
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20584
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06188
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452688
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05734
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53367
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0591
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20899
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61333
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24183
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87908
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58861
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35284
ß(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.198
(380.40, 15.45, 275.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1381
