¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.049904
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.28351
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.20111
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.543386
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.721284
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.908974
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.108623
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.323648
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.555742
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.807414
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.080941
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.380388
¢ (405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.708615
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.072502
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.478543
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.937075
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.466062
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06798
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.753
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.53989
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.45304
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.52533
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5531
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77157
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00356
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.87356
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.79214
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.57203
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.45226
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.35928
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.26961
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.18315
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.09982
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.01955
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.544801
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.722797
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.912724
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.112647
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.327729
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.560145
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.811927
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.085841
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.38564
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.714714
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.079208
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.487298
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.949932
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.485998
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.09027
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.77849
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.56931
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.48737
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.5659
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62314
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88651
(405.10, 7.34, 366.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04755
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.88906
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.8014
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.44692
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.30147
(405.10, 7.34, 366.87) (377.48, 2.41, 346.27) (7.03, 3.68, 8.21) Truck 14.17586
