¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 10.81929
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921015
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209831
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524975
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870156
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.251388
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.679664
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160409
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.703645
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32092
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03257
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 9.009862
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.300549
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.313067
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.326868
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.341961
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.35836
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.376075
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.481664
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.81272
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.256783
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.279421
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.303427
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.328816
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.355616
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.383843
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.413522
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.444676
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.477331
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.511516
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.547258
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653415
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918859
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20748
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522404
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867333
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247967
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675785
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156073
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.698291
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31484
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02439
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.929459
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.925557
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.936095
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.947848
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.960827
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.975041
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.990499
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.219442
Æ(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.853535
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.872394
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.892525
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.913943
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.936666
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.960711
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.986098
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.012848
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.040982
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.070522
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.101495
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 8.133924
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651307
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916569
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204985
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519674
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864336
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24434
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671654
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.151457
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.692592
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30838
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.939729
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.925939
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.932388
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.92453
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.911206
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.899104
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.888214
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.878529
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.973476
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.506468
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.523242
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.54122
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.560414
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.580841
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.602516
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.625458
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.649684
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.675213
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.702066
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.730267
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.759836
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649078
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914147
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202346
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516789
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861168
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.240507
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667273
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.146562
å(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.686562
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30153
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.59781
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.601796
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.606922
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.613192
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.551537
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.629184
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.643235
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.686525
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.731469
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.189772
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.204745
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.22086
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.23813
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.256569
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.27619
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.297011
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.319046
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.342314
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.366834
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.392625
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.419709
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646727
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911596
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199564
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513746
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85783
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236472
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662642
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.141386
(437.59, 13.99, 297.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680194
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.299409
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.301216
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.304111
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.308103
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.244346
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.251827
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.260407
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.270095
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.280897
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.887342
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.899672
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.91308
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.927575
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.94317
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.959877
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.977707
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 6.996678
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.016801
(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.038095
Ğ(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 7.060574
