¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02705
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.62179
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.60856
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.59738
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58824
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58115
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.57608
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.940571
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.093456
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256768
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.43142
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.618945
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820819
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038883
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274565
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530404
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81099
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115302
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450821
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818395
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225578
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307847
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846819
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45374
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14216
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92953
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83871
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90016
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1554
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.67349
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.65404
è(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.63666
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.62137
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.60813
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.59695
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58782
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58072
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.57566
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.94217
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.095099
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.258553
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433335
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621001
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822996
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041247
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277126
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533185
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813705
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118273
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453635
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821502
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826507
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308392
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84743
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45442
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14293
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93036
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83971
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90131
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15677
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.67512
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.65565
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.63828
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.62298
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.60975
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.59856
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58943
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58233
(328.91, 7.66, 368.75) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.57726
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.943841
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.096819
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260423
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435338
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623154
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825315
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043722
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279807
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5361
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816565
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121403
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456263
(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824801
“(328.91, 7.66, 368.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827226
