¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633124
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32637
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02329
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87213
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76272
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69411
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85772
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34958
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89321
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02337
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431094
¢(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647741
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849377
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064762
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2952
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54232
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834178
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19273
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587812
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126176
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701218
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3521
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09255
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95274
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8328
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78674
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9654
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36654
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07475
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32037
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433037
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654301
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856352
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07218
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303186
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550901
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854538
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215104
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611699
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148441
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723635
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37908
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16239
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03405
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90363
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88104
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07458
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43418
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25961
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57807
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434985
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661003
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863522
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079836
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311332
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559692
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875042
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237565
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63648
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168068
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745886
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44086
š(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23274
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.103
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97525
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97646
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18708
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58428
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44785
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86337
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436902
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663937
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870813
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087648
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319717
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568641
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895569
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260139
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661376
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187536
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767992
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5029
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30364
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16603
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04764
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07299
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31348
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.73676
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67309
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23716
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438803
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666021
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878293
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095601
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328255
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581769
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91623
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282824
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686369
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206856
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818575
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56516
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37504
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22957
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12078
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17063
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37727
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90618
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91743
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.7658
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440691
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668059
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885912
§(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103754
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336989
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600743
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936969
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305598
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711502
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226034
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872319
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62758
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44698
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29364
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19468
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27891
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40774
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07569
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.16446
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44259
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670092
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893717
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112097
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345881
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619729
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957744
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328435
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736755
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265369
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926147
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6902
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51941
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35825
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27029
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39196
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44092
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.24809
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59584
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444476
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672108
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901654
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120596
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354992
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638814
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978641
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351396
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762048
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31221
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980134
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75299
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59234
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42336
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35927
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5065
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47655
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48519
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.83371
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446338
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674132
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909792
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129276
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364295
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657953
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999588
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374452
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780319
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359119
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03416
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81593
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66574
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.489
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45735
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62251
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52108
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67659
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10468
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448202
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676142
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918072
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13812
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373771
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67714
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020624
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397559
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794236
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405999
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08826
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87896
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73104
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55516
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55658
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73999
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58184
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86502
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.66646
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450054
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678123
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923982
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147141
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383448
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696409
(437.98, 13.93, 294.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04169
