¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ (337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.527063
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.0127
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.43497
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.24184
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39894
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.60412
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.892758
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.198489
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.524736
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.891054
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.308731
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.791283
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.354348
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.03316
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8912
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.03921
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.46823
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.28477
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98454
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52829
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.609989
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.899118
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.197149
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.523263
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.895454
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.313628
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.801895
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.36997
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.05316
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.91363
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.06412
È (337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.49949
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.32515
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75264
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92572
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.615654
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.897725
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.195627
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.522118
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.899566
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.319679
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.812084
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.385036
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.07243
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.93487
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.08739
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.52873
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.36293
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80769
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3535
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78594
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.62111
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.896163
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.193917
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.525568
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.903386
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.328345
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.821841
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.399532
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.09094
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.95491
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.10902
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.5559
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.39808
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84424
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43386
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16968
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.621434
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.894429
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.192027
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.528758
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.906917
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.336623
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.831162
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.413455
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10868
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.97373
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.12899
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.58099
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.43054
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85379
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10273
¾ (337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04874
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.619687
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.892532
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.189951
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.531681
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.910156
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.344509
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.840042
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.42679
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12564
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.99131
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.14725
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.60396
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.46027
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85898
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93682
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01737
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.617793
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.890466
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.191205
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.534339
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.913098
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.352001
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.848481
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.439538
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14181
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.00986
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.16381
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.62478
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.48725
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86131
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9212
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98518
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92331
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.61574
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.888232
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.193373
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.536728
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.915747
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.359094
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.858099
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.451689
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.15718
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.02737
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.17864
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.64344
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.51143
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86077
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.89835
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95207
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84457
¬ (337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.613535
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.885833
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.1953
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.538854
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.921707
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.365784
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.868204
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.463233
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17173
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.04377
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.19173
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.65992
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.53278
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85736
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83581
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90007
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76646
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.611184
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884212
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.196985
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.540708
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.927322
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.37207
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.877774
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.474171
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18546
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.05904
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.20301
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.67419
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.55128
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85109
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7729
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84735
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68897
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.608675
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.885525
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.198425
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.542296
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.932575
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.377952
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.886808
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.484492
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.19837
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.07319
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.21164
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.68624
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56745
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84196
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.70963
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.71004
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61214
‘ (337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.606021
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.886613
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.199619
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.543613
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.937459
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.38342
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.89529
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.494189
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.21044
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.08619
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.21846
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.69605
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58241
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82998
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64602
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.66468
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52833
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.603215
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.887478
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.200568
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.54466
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.941977
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.388477
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.903227
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.503262
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.22166
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.09803
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.22346
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.70362
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59436
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81516
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5821
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61557
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43534
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.60201
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.88812
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.201273
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.545435
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.946124
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.393123
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.910609
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.511702
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.23203
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10871
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.22665
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.70894
(337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60327
