¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.953781
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.87703
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.15011
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.14303
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.13896
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.13789
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.12922
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.13416
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022394
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280402
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55927
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861574
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190318
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549059
÷(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942114
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396859
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910522
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.13805
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.1097
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.083
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.05794
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.0345
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.01266
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.9924
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.97371
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.956574
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.940977
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.926908
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.914356
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.903314
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.893769
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.885718
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.879154
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.24064
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23354
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22946
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2284
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2197
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22468
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034052
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292957
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572833
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876301
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206395
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566636
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963384
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426398
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943546
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.14174
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.11338
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.08667
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.0616
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.03815
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.0163
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.996037
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.977342
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.960199
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.944597
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.930524
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.917967
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.90692
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.897373
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.88932
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.882754
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.33504
î(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32791
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32383
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32278
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.31404
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.31906
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045712
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305482
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586429
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89107
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222445
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584406
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98836
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455958
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976555
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.14694
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.11856
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.09184
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.06676
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.0433
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.02144
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.00117
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.982465
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.965313
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.949704
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.935623
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.923062
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.91201
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.902458
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.894401
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.887832
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43339
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42624
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42214
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4211
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41233
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41738
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05725
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318048
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599982
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905836
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238514
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605518
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014998
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485586
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00959
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.15367
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.12527
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.09853
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.07344
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.04996
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.02809
÷(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.0078
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.989082
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.971921
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.9563
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.942213
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.929643
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.918584
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.909027
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.900965
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.894392
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.53577
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52859
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52449
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52345
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51465
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51974
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068851
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330553
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613504
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920526
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256401
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626624
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041574
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515128
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04259
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.16191
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.13349
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.10673
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.08162
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.05812
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.03623
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.01593
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.9972
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.980024
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.964394
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.950294
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.937715
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.926649
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.917085
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.909017
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.902438
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.64228
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.63508
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.63096
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.62993
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6211
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.62622
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080403
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343018
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627045
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935455
ş(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275663
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647722
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068113
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544644
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07558
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.17169
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.14324
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.11646
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.09132
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.06781
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.0459
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.02557
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.00682
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.989634
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.973989
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.959877
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.947286
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.936209
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.926638
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.918562
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.911979
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.75301
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74579
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74166
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74063
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.73177
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.73693
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091951
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355516
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640584
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953063
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294912
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668844
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094613
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574074
(378.48, 15.75, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10857
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.183
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.15452
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.12771
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.10255
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.07901
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.05707
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.03673
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.01796
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.00075
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.985091
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.970963
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.958362
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.947273
(378.48, 15.75, 296.68) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.937691
