°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.554632
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.663039
û (430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.658148
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.653815
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.650036
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.646809
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.644131
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.642
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.640415
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.639374
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.638877
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.638923
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.639512
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.640645
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.642322
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.644545
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.647316
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.650636
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.654508
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.658935
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.66392
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.669467
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.675581
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.682266
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.689527
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.855804
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.882857
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.717253
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.709507
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.702343
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.695758
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.689746
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.684303
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.679424
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.675106
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.671345
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.668139
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.665485
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.663381
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.661826
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.660819
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.660358
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.660443
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.661076
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.662255
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.663982
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.666258
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.669085
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.672464
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.676399
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.680893
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.685949
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.69157
ò (430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.697761
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.704527
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.711873
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.874701
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.906312
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.739284
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.731534
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.724371
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.71779
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.711784
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.70635
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.701484
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.697182
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.69344
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.690256
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.687628
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.685553
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.684029
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.683057
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.682635
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.682762
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.683439
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.684667
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.686446
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.688778
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.691663
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.695105
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.699106
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.70367
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.708799
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.714497
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.720769
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.72762
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.735054
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.894104
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.93059
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.762115
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.754362
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.7472
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.740622
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.734624
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.7292
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.724348
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.720063
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.716341
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.713181
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.710579
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.708535
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.707045
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.70611
(430.69, 12.83, 340.77) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.705728
