¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79445
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312886
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520953
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744238
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984404
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243476
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510821
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788103
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.058534
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.01387
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.970885
º (436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.929533
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.889781
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.865056
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.055716
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.257112
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.470131
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.695766
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.935122
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.189437
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.460106
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.059319
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.024178
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.990633
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.958659
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.928259
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.899376
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.872001
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.84611
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.82168
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.798695
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116016
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312474
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520512
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743748
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983893
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242909
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517652
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795463
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.066668
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.021938
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.978891
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.937478
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.897666
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.866376
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.057103
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.258573
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.471672
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.697393
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.771098
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.740481
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.71125
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.683376
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.656853
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.631646
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.607732
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.585093
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.56372
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.543582
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.524677
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.506983
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.490491
  (436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117859
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312136
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520132
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743357
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983497
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242434
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522539
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803029
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.076085
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.031281
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.988158
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.946675
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.906795
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.868482
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.059241
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.13605
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.105103
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.075476
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.047142
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.020078
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.99426
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.969668
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.946283
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.924083
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.903052
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.883173
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.864428
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.846806
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.83029
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.814869
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.225152
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11761
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311869
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519836
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743041
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98313
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242088
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522149
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810826
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.086791
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.041903
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.998696
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.957132
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.917175
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.878787
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.062125
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.14535
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.114341
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.084653
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.056261
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.029139
Ÿ (436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.003269
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.978625
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.955189
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.93294
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.911862
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.891937
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.873149
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.855484
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.838929
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.823469
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.2266
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117423
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311653
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519642
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742819
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982894
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241813
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521865
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818838
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.098798
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.053811
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.010511
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.968858
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.928812
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.89034
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 8.065762
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.155777
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.124698
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.094943
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.066486
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.039302
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.01337
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.988666
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.965173
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.94287
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.921739
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.901763
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.882927
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.865215
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.848615
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 6.83311
(436.23, 13.90, 288.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 7.229241
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117297
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311549
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519491
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742656
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982709
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241664
(436.23, 13.90, 288.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521694
