¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.05691
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27087
¶(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.98772
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.96175
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.93883
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.91892
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.90203
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.88813
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.87721
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.86927
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877747
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066581
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268901
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48616
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720094
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97255
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245928
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542725
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866111
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21977
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608068
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036278
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453724
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806863
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42083
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17186
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04149
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76097
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44053
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19874
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17822
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10384
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32448
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.18391
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.15759
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.13433
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.11413
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.09696
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.08281
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.07168
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.06356
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882057
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071185
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273807
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491456
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72578
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978748
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252598
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549991
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874044
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228427
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617595
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046842
°(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418945
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76932
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28278
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01302
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85678
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73234
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43045
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19568
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10052
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27783
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3791
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.38708
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.36038
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.33677
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.31626
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.2988
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.28441
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.27306
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.26474
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886431
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07584
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278811
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49684
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731588
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985009
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25939
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557356
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88211
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237303
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627339
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057558
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384945
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732637
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14836
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85864
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67772
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68655
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37944
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15463
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12315
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32252
(326.06, 7.58, 368.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43471
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.5975
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.5704
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.54643
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.52559
(326.06, 7.58, 368.38) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.50784
