¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73834
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758039
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101824
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478819
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894014
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353448
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864455
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43617
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05734
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73671
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2007
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39268
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5927
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80119
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04831
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35816
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63291
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91176
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17661
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37879
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58898
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00982
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67735
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17395
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802761
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001511
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215317
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445919
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152789
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441874
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75648
ó(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10012
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476964
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891956
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351131
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861895
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4333
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05605
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73527
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22351
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41626
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61708
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82648
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11741
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4307
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70153
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9833
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2791
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51958
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73408
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3339
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94676
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56727
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.801865
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000548
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214281
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4448
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151508
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440462
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754944
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098423
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475118
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889901
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34888
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859392
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43046
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05251
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73397
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24782
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44139
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6431
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88831
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18878
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50107
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77263
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0574
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35645
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66524
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00914
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59354
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22785
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74978
ó(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800983
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9996
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213259
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883957
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150224
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439049
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753387
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096785
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473269
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887916
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346648
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856895
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42772
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04626
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73286
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27364
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46806
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67069
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95857
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26245
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57164
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84615
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13412
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43656
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75444
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25969
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8643
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19361
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08431
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80011
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998663
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212252
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882788
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148951
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43769
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751907
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095152
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471497
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885913
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344439
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854445
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42393
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04008
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73187
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30097
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49635
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73927
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03101
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33845
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64467
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92226
û(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21355
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51945
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89433
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5208
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14682
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29868
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43428
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799253
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997742
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635658
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881639
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147727
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436345
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750448
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093515
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469707
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883969
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342319
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852015
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41855
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03409
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72872
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32984
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53024
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81057
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10575
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41689
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72018
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00094
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29563
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60524
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12277
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79307
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67603
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40751
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80063
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798408
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996834
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634608
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880538
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146513
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435001
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749008
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09194
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467983
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882062
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340169
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849644
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4133
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02814
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72203
ÿ(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36021
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6004
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88407
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18281
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49778
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79819
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0823
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38053
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77261
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37139
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07714
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95276
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52021
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03899
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797575
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405621
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63357
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879423
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145269
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433712
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747595
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090399
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466259
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88016
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338082
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847332
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40815
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02235
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71547
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3999
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67272
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95984
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26224
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58121
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87879
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16637
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47108
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96931
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63016
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37375
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06195
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63691
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04867
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796755
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404679
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632544
(339.79, 7.21, 367.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878303
