¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(416.03, 15.06, 311.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034024
(416.03, 15.06, 311.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59912
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.898537
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.056201
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.225787
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.420496
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63115
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859748
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108644
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361225
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643717
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951013
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314777
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705534
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13655
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.611144
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116157
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.627459
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18775
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80786
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49959
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25871
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12387
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12807
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29297
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46789
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24629
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31308
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.46925
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.886497
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.043319
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.212666
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406324
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615797
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843065
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090449
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33892
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619737
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92368
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284427
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670006
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094947
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565244
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062977
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.570193
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12412
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.735
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41962
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1683
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01918
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00653
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15936
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36909
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93988
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.98199
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.05128
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.874564
¢(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.030553
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199621
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392238
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60054
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826489
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070294
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316854
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595966
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896574
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254343
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634953
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053794
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.520042
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.010596
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513934
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06167
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66486
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34385
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08512
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92032
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88785
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02911
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27301
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73762
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.66698
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.67031
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.86274
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.017907
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186655
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.378237
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585381
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810022
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050207
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295031
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572408
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869694
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224522
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600375
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013096
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475533
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959002
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.458671
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00039
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59873
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27021
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00378
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82373
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77199
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89263
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17958
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55303
¡(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36592
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.29749
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.851024
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.005378
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.173767
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.364325
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57032
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793667
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030335
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273449
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549063
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843046
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194971
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566267
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972851
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431705
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.908191
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.404383
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.941012
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53392
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19601
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91923
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72652
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65894
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75522
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07196
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44452
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03893
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.93867
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.839418
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.99297
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160959
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350502
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555358
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777424
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010679
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252109
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525929
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816628
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165687
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532625
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933054
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388553
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858151
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.351059
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882751
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4696
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11972
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83572
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63125
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54861
›(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62303
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90497
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33902
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.6636
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59492
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.827924
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.98068
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.148233
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.336771
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5405
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761296
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991241
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231009
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503011
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790441
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136672
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499446
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893707
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346069
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808874
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298684
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825594
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4045
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.045
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75402
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53815
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44092
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49763
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74252
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19679
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43596
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.25187
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.816539
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.968511
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135589
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.323129
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525743
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745282
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972018
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210149
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480306
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764486
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107925
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466727
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854806
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304243
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.760349
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24822
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769518
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34066
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9718
 (416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67409
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4472
(416.71, 15.05, 311.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33625
