¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59803
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723423
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967001
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39307
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88911
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36015
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13132
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50636
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87241
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61722
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.52504
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.64853
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.780171
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.919291
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435829
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606871
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789886
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986204
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190504
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408224
ª(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64284
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896385
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171166
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465209
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775331
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113606
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460096
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743463
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850347
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974451
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177401
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391171
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616649
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854689
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20943
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6876
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20312
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88776
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26202
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6409
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01652
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.519805
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.642982
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.77404
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269452
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429196
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599771
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782306
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978086
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181531
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398607
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632482
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885163
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159019
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4518
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760753
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09771
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424014
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716311
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822525
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932699
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083488
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292729
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513344
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74613
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03337
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49469
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00219
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3854
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0155
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39931
©(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78232
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.514707
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.637578
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.768066
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.263433
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.42276
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592898
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774943
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.970161
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172859
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389268
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622429
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874306
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147233
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43888
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746692
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076735
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388874
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690489
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79601
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905464
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019041
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197435
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413395
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641149
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881777
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30986
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79914
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31952
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77981
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14963
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54362
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.509748
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.632322
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1084
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.257539
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416479
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586205
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767789
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962465
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164432
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380241
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612674
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863802
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135833
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426338
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733072
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045064
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354637
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665897
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770747
±(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879539
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992427
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109599
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316669
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539647
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775077
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13267
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60481
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08535
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18886
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91105
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29067
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.504925
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.963138
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.103038
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251818
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410388
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579691
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.760828
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955027
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156303
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37149
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603277
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853608
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124805
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414286
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719967
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0142
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321314
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6425
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746775
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85495
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967142
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083596
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223066
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441462
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671926
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962716
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41871
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88668
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35234
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68281
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04899
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.826793
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958241
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0978
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.246293
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40449
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573413
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754072
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947808
´(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148442
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363033
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594158
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843781
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11417
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402653
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702169
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984165
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28883
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619071
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724001
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831593
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943176
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058973
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179232
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346453
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572185
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810564
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24036
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6965
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07753
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0062
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8179
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.822308
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.953482
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.092758
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240914
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398762
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56729
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747558
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940798
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140838
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354878
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585386
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834297
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103877
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391459
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67499
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954908
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257258
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584869
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702492
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809473
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920488
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035686
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155303
(430.68, 10.93, 356.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279492
