¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886783
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314896
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597169
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899961
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716629
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089291
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496721
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943959
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43704
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98328
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59168
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27339
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04236
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91632
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91823
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97873
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01838
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00943
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43805
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46138
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325162
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608293
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913049
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72745
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10109
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509647
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958189
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45275
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00073
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61121
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29535
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06721
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94471
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95092
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88725
ï(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75785
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08987
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42512
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32225
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335353
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619337
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.926047
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738168
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112812
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52248
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972315
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46841
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01811
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63061
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31717
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09193
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97294
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98345
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79741
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6577
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89794
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41288
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18371
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345468
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630299
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938954
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748848
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124466
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535238
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986366
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48392
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03536
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64991
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33886
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11651
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00104
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95525
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70907
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55931
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31121
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40136
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04582
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355505
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641177
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413855
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759404
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135984
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547924
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0003
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49934
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05251
ó(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66907
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36042
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14098
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02897
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96631
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63344
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46274
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75695
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30472
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90862
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365461
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651969
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423514
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769917
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147482
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560507
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01417
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51466
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06956
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68814
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38188
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16525
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05673
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9489
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65747
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37965
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29526
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19947
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11939
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375334
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662672
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433077
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780363
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158864
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572987
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02791
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52986
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08646
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70706
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40317
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1894
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0655
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93161
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68239
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40698
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20447
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09573
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74974
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38512
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673281
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44261
ş(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790678
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17017
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585402
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04158
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54496
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10328
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72583
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42432
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21338
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05026
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91442
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70814
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43526
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23699
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99357
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41136
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39482
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130865
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452019
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80097
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18137
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597673
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05508
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55993
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11992
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74449
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4453
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2372
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03515
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89733
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73481
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46448
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35115
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40885
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02628
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404428
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139438
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461366
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811114
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192478
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609883
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06853
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57479
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13643
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76297
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46616
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25709
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02011
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88033
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76237
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49472
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46745
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49144
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10546
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413945
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147991
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470597
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821194
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203499
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621954
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08183
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58956
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15285
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78133
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48682
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25496
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00916
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86347
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79076
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56877
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58594
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60473
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18427
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422968
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156456
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479773
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831175
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214434
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633928
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09502
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60417
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16912
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79951
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50731
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25262
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01531
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85421
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81728
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67565
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70657
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1863
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26265
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865705
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164806
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488864
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841088
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22525
(318.66, 6.88, 368.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645782
