¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482672
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419136
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643408
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890955
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158774
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449819
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.761871
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102019
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482615
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907167
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376104
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898715
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4985
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17471
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9374
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79887
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81659
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00548
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40236
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17283
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.09867
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07588
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05584
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.03853
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02394
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.01206
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.00289
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.9964
Â(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.99261
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.9915
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.99308
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213045
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419611
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643399
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890947
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158766
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44966
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762509
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102718
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482558
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907104
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376053
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898773
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49678
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17159
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93474
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79643
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81225
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99215
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39007
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15587
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.1236
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10078
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.08071
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.06337
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.04876
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.03687
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02768
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02119
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.01739
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.01628
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.01786
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213524
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420125
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643326
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89095
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158768
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449507
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76318
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.103451
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482502
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907042
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376005
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.89884
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49503
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16841
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93209
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79401
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80796
ö(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98377
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37789
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13909
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.15132
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.12846
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10836
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.091
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07636
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.06445
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05524
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.04874
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.04493
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.04382
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.04539
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214039
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420676
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643134
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890965
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158783
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449421
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76388
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104218
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482445
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906979
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.37596
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898859
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49323
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16518
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92943
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79163
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80147
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97701
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36582
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12245
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18184
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.15894
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.1388
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.12141
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10675
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.09481
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.08559
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07908
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07526
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07414
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07573
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214588
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421267
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643189
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890991
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158813
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449454
Ò(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764616
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105021
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482471
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906915
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375919
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898816
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49139
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1619
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92702
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78927
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79328
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97031
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35386
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10596
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.21519
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.19225
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.17207
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.15464
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.13995
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.128
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.11875
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.11222
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.1084
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10728
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.10886
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215175
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421895
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643865
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89103
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158856
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449499
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765378
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105855
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482674
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906852
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.37606
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898775
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48951
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15856
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9254
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78702
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78498
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96367
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34201
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0896
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.25139
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.2284
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.20818
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.19072
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.176
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.16401
Î(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.15475
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14821
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14437
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14325
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.14483
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215796
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422562
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644582
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891081
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158911
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44956
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766174
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106724
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482883
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90679
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376219
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898741
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48759
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15791
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9238
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78483
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7766
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95711
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33028
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07343
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.29048
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.26743
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.24717
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.22966
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.21491
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.2029
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.19362
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18706
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18321
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18208
(332.67, 7.38, 363.24) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.18367
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216452
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423265
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645338
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891144
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158978
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449633
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767001
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.107627
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.483101
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906725
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376383
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.89871
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48563
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15736
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92223
ö(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78266
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77209
(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95062
