¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(397.46, 12.16, 328.64) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 23.09928
(397.46, 12.16, 328.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46545
(397.46, 12.16, 328.64) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 22.91473
(397.46, 12.16, 328.64) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 22.96856
(397.46, 12.16, 328.64) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 23.02608
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840757
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023293
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218575
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427945
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621046
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818894
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030025
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399375
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672947
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968689
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289464
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638506
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01965
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10244
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77892
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830667
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012521
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187743
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358067
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539034
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731616
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936967
¸(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266055
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650203
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944152
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262822
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60945
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987916
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18417
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87222
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812176
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960159
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116828
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282897
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459267
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646797
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846648
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059931
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627894
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919965
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236609
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580924
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956717
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26724
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96713
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750263
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894815
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047748
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20974
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381655
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564342
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758897
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96635
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409974
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896201
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210845
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552901
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926104
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35166
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06372
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15999
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689898
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83108
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980404
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138504
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306124
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484201
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673618
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875506
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09108
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872859
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185516
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525347
µ(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896027
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43745
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33792
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65546
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630947
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768978
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914803
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06911
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232655
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406254
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590794
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787327
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997026
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538247
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160626
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498301
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86648
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31472
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53717
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44532
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573448
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70833
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850821
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00153
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161105
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33041
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510288
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701698
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905755
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123751
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136202
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471737
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837515
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811689
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81131
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23583
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484533
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.649228
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788469
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935679
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091472
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256661
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432026
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618508
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817169
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02924
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650045
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445628
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809055
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348929
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.153
¹(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14182
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367361
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553004
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727674
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871514
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023654
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18484
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355907
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537694
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731181
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937582
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158131
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420035
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781109
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175978
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16479
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11879
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284619
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432432
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622985
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808962
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957603
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11501
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281884
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459145
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647707
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84867
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063211
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744991
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753687
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145953
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26185
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09443
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.223849
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320607
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498899
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694561
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893297
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046994
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209868
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38279
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566581
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762328
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971178
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194444
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696014
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116554
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35619
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06881
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164769
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.259048
¶(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380207
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566855
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767859
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980787
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139834
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308546
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487799
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678547
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881907
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099154
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822905
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0877
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44771
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04185
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.107331
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19924
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.295379
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.444811
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63645
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842966
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066134
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236346
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411207
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59717
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795315
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006772
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232922
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780998
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53632
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07276
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.05145
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141129
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.234849
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332851
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51099
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707762
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920022
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149641
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336797
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518151
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711285
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917224
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137296
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883992
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62189
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27018
(398.10, 12.18, 329.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.997088
