¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.25694
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073976
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548942
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0749
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69413
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41387
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06939
ª(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7826
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54665
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43536
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18592
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55814
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.5328
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.507
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.48462
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.46562
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.45001
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.43776
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.42888
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.42335
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.42117
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.37284
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265391
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486997
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725936
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984166
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261323
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541765
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845941
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176992
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585587
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045056
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550943
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0771
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69071
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35979
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00878
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72603
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48301
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33803
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28233
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6042
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.63603
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.61012
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.58763
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.56856
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.55288
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.54059
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.53167
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.52612
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.52393
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.4754
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265272
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486883
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725757
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984013
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25011
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529613
¥(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832779
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162633
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559752
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016248
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525678
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0793
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68716
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30642
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94905
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67042
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42047
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26719
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79975
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64918
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.74361
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.71758
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.695
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.67584
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.6601
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.64775
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.6388
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.63323
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.63103
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.58227
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265117
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486726
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725598
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981298
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238993
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51758
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819705
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148399
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533945
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987549
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493524
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06154
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68353
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25379
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89017
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60479
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35895
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19757
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35227
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73275
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.85568
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.82954
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.80685
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.7876
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.77179
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.75939
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.75039
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.74481
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.74261
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.69362
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264989
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486565
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725458
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971087
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227938
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505641
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806751
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134304
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508214
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958908
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461539
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02551
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64148
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20194
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83217
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53949
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29853
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1292
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94356
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84616
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.97227
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.946
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.9232
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.90387
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.88798
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.87553
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.86649
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.86088
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.85868
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.80945
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264835
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486386
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723409
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960978
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217045
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49385
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793928
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120283
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482557
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930429
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429682
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989628
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59621
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15586
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.775
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47517
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23912
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25589
«(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72743
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95984
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.09352
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.06712
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.04421
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.02478
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.00882
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.99631
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.98724
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.9816
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.9794
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.92991
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265212
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486197
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714077
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950933
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206188
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482115
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781198
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106431
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461403
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902042
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397911
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95393
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54402
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1216
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72455
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41189
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18073
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43314
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86253
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03964
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.21954
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.193
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.16998
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.15045
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.13441
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.12183
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.11272
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.10706
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.10486
(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.05511
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266097
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485182
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70484
(327.24, 7.31, 384.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940994
