¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112545
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797399
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062305
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349102
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662102
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005473
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.383133
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805317
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278577
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.8092
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40584
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08153
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85295
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74185
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77711
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98693
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3807
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07485
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64293
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24395
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80144
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.67754
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11351
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325797
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552934
ı(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798042
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06294
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349792
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662814
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006253
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384223
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806525
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.279722
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810484
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40729
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08318
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85484
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74404
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77968
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99272
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38825
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07933
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52371
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09654
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64644
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.58643
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113973
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326355
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553534
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798692
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063586
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350493
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663532
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00704
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385308
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.807725
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280843
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81174
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40871
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08479
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85669
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74618
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78218
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99854
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3952
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08391
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1251
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9537
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49628
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.51497
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114426
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326921
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554144
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799351
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064244
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351212
‚(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664262
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007836
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386385
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808919
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.281934
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812965
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41009
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08636
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85849
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74827
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78463
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00439
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4021
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09285
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74288
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81458
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35084
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.44743
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114869
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327495
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554761
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800018
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064917
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351939
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664998
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008645
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387455
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810102
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.282999
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.814157
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41144
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08789
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86024
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7503
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78701
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00966
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40901
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31852
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37605
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29828
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21003
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.38376
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115298
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328074
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555387
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800693
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0656
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352682
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665741
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009459
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388517
Š(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.811276
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284036
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81532
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41275
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08938
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86195
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75228
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78933
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01242
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41595
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32284
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02383
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89493
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07371
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08744
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115716
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32866
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556019
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801376
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066296
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353439
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666496
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.010283
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389571
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812445
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285044
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816451
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41402
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09083
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86362
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75421
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79159
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0151
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42291
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32706
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88752
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5263
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61153
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63359
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116123
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329254
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556659
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802068
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067003
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354209
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667257
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01112
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390619
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813602
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286025
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.817551
Œ(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41526
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09224
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86523
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75608
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79378
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01771
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4299
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33117
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8155
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1724
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1093
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35237
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116519
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329855
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557307
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802768
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067723
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354991
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668028
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011963
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.391659
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814752
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286979
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.818617
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41647
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09361
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86681
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7579
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79591
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02024
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4884
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33513
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74651
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07496
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68852
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94308
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116902
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330463
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557962
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803474
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068455
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355787
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668805
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.012815
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.392689
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.815893
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287904
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.819653
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41764
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09494
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86833
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75967
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79798
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02269
