¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786586
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934229
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198367
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484638
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795794
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126559
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484879
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878838
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316326
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800714
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.859848
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.831146
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.804071
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.778598
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.75471
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.732388
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.711616
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.692373
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.674648
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.658428
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.643698
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.630449
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.61867
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.608353
ó(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.599487
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.59207
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.586093
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.581553
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.578446
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.57677
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.576524
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696383
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941381
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206142
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493025
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80495
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137192
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49696
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895491
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334743
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821155
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.897705
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.868886
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.8417
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.816124
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.792137
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.769723
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.748864
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.729543
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.711743
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.695455
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.680663
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.667356
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.655525
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.645162
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.636257
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.628804
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.622799
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.618236
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.615111
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.613423
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.61317
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702991
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948538
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213843
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501409
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814066
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147874
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512148
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912213
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35321
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841662
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.937346
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.908406
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.881103
„ (442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.855419
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.83133
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.80882
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.78787
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.768464
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.750587
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.734227
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.719369
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.706003
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.694119
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.683708
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.67476
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.667272
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.661236
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.656649
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.653504
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.651803
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.651543
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709553
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955606
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221529
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509739
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823135
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161438
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527307
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928919
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371633
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862141
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.978807
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.949739
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.922316
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.896517
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.872321
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.84971
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.828665
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.809172
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.791214
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.774777
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.759851
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.746423
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.734483
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.72402
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.71503
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.707503
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.701435
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.696823
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.693659
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.691944
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.691676
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716108
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962676
ù(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229157
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518025
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832191
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17498
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542515
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945625
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390112
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882676
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.02212
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.992921
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.965371
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.939452
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.915143
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.892428
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.871284
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.851699
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.833656
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.817142
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.802143
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.78865
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.776649
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.766136
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.757099
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.749534
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.743432
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.738791
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.735607
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.733878
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.733602
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722597
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969688
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236766
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52628
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84118
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184828
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557687
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962344
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408607
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90321
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.06733
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.03799
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.01031
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.984263
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.959838
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.937011
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.915765
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.896083
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.877952
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.861355
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.846282
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.83272
ø(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.82066
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.810091
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.801005
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.793398
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.787263
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.782593
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.779387
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.777642
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.733812
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729054
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97668
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244296
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534509
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850108
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194628
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572069
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979074
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427099
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923759
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.11447
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.08498
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.05716
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.03099
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.00644
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.983498
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.962143
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.942363
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.924138
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.907457
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.892305
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.878673
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.866546
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.855921
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.846786
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.839135
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.832962
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.828264
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.825036
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.823276
(442.30, 14.45, 259.80) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.779233
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735503
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983608
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25184
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542666
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859027
(442.30, 14.45, 259.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204356
