¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896698
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024678
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381636
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81004
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323835
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800992
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29736
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92006
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71381
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64851
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.20011
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.82047
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047188
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342405
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66459
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996221
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350475
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766694
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.275156
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740648
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23055
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82607
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60509
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5215
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.10974
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72777
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027771
ó(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321183
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641397
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967812
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319377
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723405
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22653
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680961
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16452
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73325
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49776
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39628
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.01368
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.62334
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008224
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299947
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618116
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939463
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288386
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680198
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178032
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621961
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0993
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64162
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39177
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26376
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.9181
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.5152
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988668
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278627
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593958
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911261
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257485
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637007
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129602
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563587
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03483
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55651
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28721
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12211
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.82301
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.40615
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969028
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257212
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568096
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883103
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226689
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60298
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081261
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505894
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971115
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48582
ï(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17136
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98316
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.72108
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.29835
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949339
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23576
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542347
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855016
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196038
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569308
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031525
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448849
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908146
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42063
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05314
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84688
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59623
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19209
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929588
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214277
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516658
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827064
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165473
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535781
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980153
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392459
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845938
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38283
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93696
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71317
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.47239
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.04985
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909826
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192725
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491062
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799194
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13502
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502384
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929378
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336706
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807106
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34511
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82286
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58204
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.34958
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90891
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890017
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171152
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465562
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77144
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104717
í(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469162
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879119
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293213
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773422
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30757
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71792
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45335
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2376
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.79082
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870138
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149551
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440128
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7438
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074528
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436092
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831901
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262995
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739882
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27015
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66718
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32715
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12699
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.67254
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850253
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127913
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414826
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716258
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044469
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403171
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804844
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232845
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70647
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23286
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61737
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20336
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.01719
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5466
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834064
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106261
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389582
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688818
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014552
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378819
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779654
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202809
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673156
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18964
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56846
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08189
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95047
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.42167
î(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818954
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084554
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364485
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661507
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987278
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358428
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754557
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172855
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639939
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14512
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52046
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96271
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95597
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.31666
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803908
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06286
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339452
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634333
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968652
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33797
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729572
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143008
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606909
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1014
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47328
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87536
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.97846
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.1971
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.93498
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788885
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041189
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314538
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614736
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950027
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317464
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7047
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113295
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573985
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05847
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42705
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82533
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36994
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.07405
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.79252
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773958
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019477
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29196
(370.51, 9.12, 337.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597622
