¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773185
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645421
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242303
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488551
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751344
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032282
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477272
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.797944
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.773594
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.750816
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.729594
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.709909
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.691749
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.675096
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.65994
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.64627
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.634075
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.623343
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.614071
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.606249
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.599869
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.594932
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.591427
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.589358
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.541268
(335.89, 6.93, 314.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.85844
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105054
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267128
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43904
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621629
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840833
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154952
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682942
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236605
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482502
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744856
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025389
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423908
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.825353
Ñ(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.800933
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.77809
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.756806
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.737064
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.718852
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.702151
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.686952
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.673242
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.661011
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.650248
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.640947
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.633101
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.626703
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.621748
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.618235
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.616158
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.567933
(335.89, 6.93, 314.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.72851
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116783
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279518
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452157
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635602
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873119
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187057
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720069
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23136
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476903
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738901
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019019
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371045
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.85439
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.829896
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.806984
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.785635
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.765835
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.747566
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.730816
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.715569
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.701818
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.689548
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.678752
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.669423
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.661551
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.655133
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.650164
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.646636
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.644552
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.596183
(335.89, 6.93, 314.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.70153
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.128726
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292199
Á(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465591
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649832
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905674
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21876
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756818
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226525
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471741
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733396
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013142
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318659
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.885081
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.860511
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.837525
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.816109
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.796245
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.777917
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.761111
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.745816
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.73202
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.719711
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.70888
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.699519
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.691622
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.685183
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.680195
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.676656
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.674562
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.626041
(335.89, 6.93, 314.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.70865
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140901
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305088
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479274
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664376
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938421
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250134
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793084
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222073
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467039
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728405
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007771
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307076
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.917453
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.892797
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.869736
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.848247
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.828316
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.809926
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.793064
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.777717
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.763873
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.751521
¼(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.740654
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.73126
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.723337
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.716873
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.711868
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.708315
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.706215
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.657533
(335.89, 6.93, 314.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.66312
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153326
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318238
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493221
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683586
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971398
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28632
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828946
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218066
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462769
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723847
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002942
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301872
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.951526
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.926786
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.903641
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.882078
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.862077
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.84362
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.8267
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.811297
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.797404
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.785008
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.774101
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.764674
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.756721
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.750234
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.745209
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.741643
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.739532
(335.89, 6.93, 314.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.690681
(335.89, 6.93, 314.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.77575
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165978
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331632
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507424
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71398
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004633
(335.89, 6.93, 314.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322721
