°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513114
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67111
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8618
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06067
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26818
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85831
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68616
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928493
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135239
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363732
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616001
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890167
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18916
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51645
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876195
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.2734
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835273
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953133
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075542
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202758
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335012
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49698
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01173
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5871
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83784
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02101
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20462
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39375
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57207
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7578
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95147
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15342
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98922
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32725
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927206
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133856
“(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366048
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618515
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892904
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192151
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519732
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87981
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272588
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869806
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988676
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112187
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240532
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373956
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720644
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26111
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77559
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95939
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13673
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30378
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47766
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65875
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84743
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04412
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37957
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98889
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.831
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925917
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13512
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368324
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620986
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895596
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19509
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522956
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883363
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259283
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639058
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025478
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150125
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279646
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446737
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955389
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52362
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89827
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05504
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21806
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38773
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56432
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74827
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93998
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13993
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66926
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47027
È(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.95964
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.94451
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.93312
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.92546
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.92152
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92463
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137186
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37056
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623413
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898237
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197978
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526125
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.882825
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246114
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624603
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063532
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189333
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320076
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668048
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20207
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72292
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97717
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1364
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30199
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47437
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65381
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84077
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03564
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84886
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12987
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92955
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.34517
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.33059
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.31966
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.31236
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.30869
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923342
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139217
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372756
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625796
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900834
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200814
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529237
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880795
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.233074
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610297
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102893
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229921
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397429
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900268
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43354
ˆ(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76624
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05861
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22038
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38864
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5638
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74619
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93628
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35718
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80795
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57528
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15564
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.76367
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.7496
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.73909
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.73213
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.72872
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924885
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141207
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374911
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628135
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903379
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203597
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529055
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876835
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22017
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596143
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143553
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271829
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616317
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14411
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46887
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88452
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14259
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30696
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47803
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6561
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8416
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03491
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50299
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24107
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72186
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56034
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.2127
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.19911
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.189
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.18235
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.17917
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926694
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143159
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377023
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630428
„(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905877
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206326
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527155
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.865148
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.207402
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582137
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.994135
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348668
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84586
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19574
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50522
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00558
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22921
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39631
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57027
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75137
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94007
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82579
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92536
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38264
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87756
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.70657
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.69002
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.67687
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.66713
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.66077
(331.27, 7.39, 369.65) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.6578
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928468
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145073
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379096
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632676
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908324
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206627
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525229
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853581
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.194767
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568284
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.978874
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565029
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938538
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23092
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54268
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12954
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31848
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4885
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66543
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84973
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33559
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62661
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06222
