¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š (420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.158653
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.317208
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.314632
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.312851
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.383933
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.384483
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.385686
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.387547
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.390064
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.39324
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.397078
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.401579
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09185
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09712
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.11035
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.12645
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.639664
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.650957
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.667318
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.693527
— (420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.720667
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.748773
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.777886
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.808045
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.839294
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.891136
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.956192
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.024706
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.096943
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.304178
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.497905
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.493836
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.490592
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.48817
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27293
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.311897
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.312333
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.313411
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.315135
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.317505
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.320523
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.324191
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.328513
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05624
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06656
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.07975
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.0958
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.632961
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.644168
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.661328
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.687394
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.714386
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.742338
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.771291
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.801283
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.832359
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.885378
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.950155
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.018368
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.090283
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.303048
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.683557
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.679615
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.676526
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00245
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18894
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.242805
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.243134
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.244096
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.245692
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.247924
 (420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.250794
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.254303
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.258453
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.263249
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.03893
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05208
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06809
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.626596
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.63772
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.655626
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.681557
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.708407
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.736213
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.765014
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.794848
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.82576
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.879871
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.944382
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.012309
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.083915
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.30181
(420.23, 14.04, 323.82) (414.00, 8.57, 303.95) (3.14, 2.68, 3.13) Tools 5.883073
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456434
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736083
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92406
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10747
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.176498
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.176727
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.177581
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.179058
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.181161
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.183891
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.187251
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.19124
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.195866
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.01422
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02733
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.0433
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.620563
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.631609
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.650209
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.676011
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.702729
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.730396
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.759052
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.788737
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.819493
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.874613
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.93887
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.006523
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.077836
† (420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.300461
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034269
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287441
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55668
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843526
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02851
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.112826
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.112964
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.113715
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.115081
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.117064
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.119662
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.12288
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.126719
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.131183
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.9924
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.00548
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02141
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.614859
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.625832
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.645074
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.670755
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.697346
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.724883
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.753403
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.782946
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.813555
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.869602
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.933617
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.001012
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.072045
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.299003
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881001
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125224
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384666
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660775
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951931
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.051656
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.051707
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.052364
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.053625
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.055493
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.057969
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.061054
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.064751
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.069063
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.97346
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.98651
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.00242
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.609481
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.620386
ƒ (420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.64022
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.665787
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.692259
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.719672
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.748064
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.777474
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.807943
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.864837
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.928623
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.995772
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.06654
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.29744
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733577
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969297
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219545
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485587
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768958
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.992858
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.992829
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.993396
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.99456
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.99632
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.99868
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.00164
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.005203
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.009371
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.95738
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.97041
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.98629
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.604426
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.615267
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.635644
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.661103
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.687464
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.714761
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.743031
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.772316
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.802655
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.860316
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.923885
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.9908
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.061317
(420.23, 14.04, 323.82) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.295767
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534967
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819448
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060986
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317532
(420.23, 14.04, 323.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590499
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.936313
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.936209
(420.23, 14.04, 323.82) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.936693
