¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641617
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.443108
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.427902
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.413587
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.400151
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.387583
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8925
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72429
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71004
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25976
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19873
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63812
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.35257
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69241
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.486357
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.467526
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.449636
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.432671
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.416617
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.401461
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.387191
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.373797
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.361268
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.349594
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.338765
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83552
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34635
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35974
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82626
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.58991
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00309
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.460671
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.441906
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.424076
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.407167
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.391165
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.376058
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.361834
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.34848
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.335987
â (416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.324346
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.313547
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.303581
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.083549
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52327
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02179
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.82248
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32067
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.436014
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.41731
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.399539
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.382684
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.366733
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.351672
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.337491
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.324176
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.31172
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.300109
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.289339
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.279397
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.578238
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68712
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.22695
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05774
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63824
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.412363
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.393719
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.376003
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.359201
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.343298
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.328283
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.314143
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.300866
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.288444
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.276865
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.266121
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.256204
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.591808
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86141
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43167
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.29755
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92046
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.667755
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.669276
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.671793
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.675309
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.679824
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.685346
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.691876
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 6.69942
(416.40, 13.23, 329.50) (426.17, 12.61, 303.83) (8.74, 10.26, 15.43) Truck 5.389698
