¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30813
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5063
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80186
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11135
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43571
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7128
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95261
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39444
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31919
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881992
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139299
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417732
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719969
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044901
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396392
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781364
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204795
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66885
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1711
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7301
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30694
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9315
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4686
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04298
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.675
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07458
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.315
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55672
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80604
¹(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06634
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33828
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62257
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92004
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23222
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56385
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85322
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68857
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64578
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877651
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134582
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412613
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714411
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036509
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387257
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771337
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193737
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659767
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16103
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71883
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27838
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8996
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47122
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04587
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67816
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93795
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17344
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4192
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66698
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92216
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18871
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46728
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75866
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06372
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38326
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82169
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95001
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98702
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87326
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129833
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407481
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707337
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028127
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378042
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761248
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182621
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648092
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1509
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69479
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25005
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86799
µ(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47441
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04935
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58426
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80554
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03629
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27705
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52839
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78258
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04395
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31703
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60261
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90144
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21441
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71239
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64372
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94222
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868779
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125014
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402257
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69959
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01965
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36881
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751113
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171457
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63571
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14077
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6695
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22201
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83671
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47811
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05343
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4602
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67715
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90338
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13932
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38561
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64288
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90378
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17163
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45162
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74452
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05118
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60671
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34996
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60398
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864267
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120142
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396961
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6918
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011181
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359528
¸(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740931
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160212
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623273
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13057
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64443
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19418
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80569
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48239
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05811
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33992
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55276
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77459
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00591
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24733
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49943
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76283
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0309
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30555
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59274
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8934
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50451
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19491
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2802
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859687
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115173
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391613
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686478
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004474
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351202
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730742
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148977
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610834
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12037
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61961
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16666
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77496
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45537
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02265
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22322
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43207
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64973
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87667
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1134
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36056
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61872
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8886
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16417
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44597
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77845
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40576
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08771
¶(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97002
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855052
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110192
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386149
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68263
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00029
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346642
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725727
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142274
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602114
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11015
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60102
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14072
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74457
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42124
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91309
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11006
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31511
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52874
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75143
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98365
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22605
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47923
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74377
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02048
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30401
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69022
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31037
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9842
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71892
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850387
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105094
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38069
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67875
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996059
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342028
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720651
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136677
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595914
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09989
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6041
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14412
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74398
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41405
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8521
(429.18, 15.09, 247.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04332
