¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1252
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4404
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14517
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3801
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68696
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40983
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18402
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227191
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454858
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701844
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969566
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263597
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588221
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945858
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340163
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777234
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.264236
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81221
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4281
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14056
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95781
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84491
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08187
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54433
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32387
Ô(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2122
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45574
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9606
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70168
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211563
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438007
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683604
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949764
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242347
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564978
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.920285
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311898
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745838
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.229161
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.772994
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38369
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09108
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90167
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76658
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00371
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45012
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20815
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28083
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53321
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24347
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00359
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195978
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4212
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665416
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930019
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221148
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541789
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894781
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.283717
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.714548
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194215
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73394
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33962
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04182
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84579
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77794
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92585
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3564
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09322
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24609
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73584
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53595
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180436
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404439
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647282
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910342
À(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200002
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518657
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869347
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.255621
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.683364
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159631
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.695052
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29701
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99279
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79018
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71406
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84843
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26327
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97913
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1031
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94422
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164941
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387729
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629207
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890729
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178914
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495586
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843987
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227619
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.652293
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.125211
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.656332
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25452
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94398
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73486
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65052
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76142
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17071
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86584
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96135
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04054
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149496
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371068
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61119
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871186
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157886
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472579
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818708
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199715
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.621342
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.090919
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617794
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21217
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89542
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67982
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58734
Ã(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65319
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07871
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75343
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82089
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07317
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134099
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354462
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593235
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851718
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136922
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449639
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793509
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.17191
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590508
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056758
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.579436
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16996
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84711
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62507
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52451
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58001
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98733
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64188
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6817
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10651
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118757
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337912
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575345
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832321
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116024
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426773
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768396
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144208
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559804
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022736
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.541266
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12791
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79905
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57063
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46206
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50747
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89654
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53119
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5438
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14061
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103471
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32142
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557521
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813072
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095195
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40398
±(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743374
