¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27142
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915379
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272206
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6536
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068475
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526655
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04081
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47742
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82998
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20882
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61697
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40803
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.32505
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.29672
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.2797
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.26541
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.26171
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.05487
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.14985
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15824
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.2531
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.25522
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.25971
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.26857
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908213
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098338
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302038
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52084
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756431
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010737
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286119
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585151
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911075
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267476
ë(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648859
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063276
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520922
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03895
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48088
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83371
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21282
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64987
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.31686
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.28483
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.25663
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.23688
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.22607
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.22235
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.22238
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.01598
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.11354
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.31849
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.22558
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.2316
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.24044
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905942
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095904
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299427
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518038
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753396
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007492
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282564
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581314
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906836
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26287
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644323
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05829
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515379
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03728
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48515
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83829
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21773
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70374
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.28658
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.25061
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.22061
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.20042
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.19001
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.18956
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.19316
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.98975
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.09285
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.11201
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.18415
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.1445
Ô(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.21424
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903705
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093503
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296875
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5153
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750435
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004267
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279105
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577524
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902749
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258346
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639938
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05345
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510054
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03579
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49023
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8437
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22356
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75882
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.25913
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.22336
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.19407
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.17051
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16446
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16296
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16633
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.96555
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.95698
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.09251
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.17758
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.18268
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.18962
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90155
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091215
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294387
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512627
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747566
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001177
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275728
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573865
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898728
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254001
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635756
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048854
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50491
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03445
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49608
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84996
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2303
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81512
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.24268
í(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.20699
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.17814
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15856
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.14792
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.14719
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15054
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.94338
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.93483
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.07486
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15554
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16063
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16754
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899454
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088923
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291982
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510011
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744767
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998165
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272471
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570309
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894853
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249738
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631753
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044425
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501871
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03326
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50274
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85708
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28109
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87262
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.22813
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.1982
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.17036
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15194
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.14124
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.13714
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.13659
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.92321
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.12299
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15831
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15439
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15229
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.24869
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897417
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086752
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289634
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507515
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74206
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995219
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269292
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566882
Ş(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891071
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245612
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62788
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040197
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500975
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03224
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5102
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86508
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33402
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93138
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88556
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.19342
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.16695
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.15017
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.13666
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.23301
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.05695
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.06779
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.39999
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.14123
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.13733
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.13523
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.55649
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895426
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084626
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287368
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505076
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739422
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992374
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266195
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563518
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887421
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241593
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624212
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036138
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500228
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03143
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51846
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87391
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3881
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99141
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82581
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36628
(399.34, 14.08, 244.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9565
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.05375
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.03847
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.03414
(399.34, 14.08, 244.75) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.2916
