¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984247
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93261
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147971
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385169
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644187
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926186
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234335
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567527
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.931849
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914229
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386263
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912607
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50315
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17035
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.57744
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75728
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70866
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87287
³(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69796
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73006
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.56084
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.43398
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.20563
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.13898
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.43215
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.46763
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.45691
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.4488
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.4433
(415.98, 14.51, 246.23) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 19.75375
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537813
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722415
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920662
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135424
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.372164
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630055
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910774
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217786
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548529
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910914
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891223
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360686
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884044
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47103
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13393
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.4847
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.65362
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.65353
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.64258
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.6334
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.62595
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.54785
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.6163
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.67832
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.29618
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.643
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.45473
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.44402
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.43592
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.43043
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 18.04637
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.52752
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711377
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908797
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122959
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359225
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615995
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895449
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201324
³(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529664
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890135
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288155
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335362
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855726
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43916
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09782
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.49914
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65018
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58486
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74252
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69344
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91125
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.53751
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.81783
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.80418
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.55657
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.72485
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.44446
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.43375
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.42567
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.42018
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.4173
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517296
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700415
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897207
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110635
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346354
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602015
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.880209
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184641
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510937
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869513
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265775
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31025
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827671
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40764
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0621
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.60802
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59767
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52984
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67848
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77367
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00458
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.5298
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50588
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48464
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.67418
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.45011
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.4368
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.4261
Œ(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.41802
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.41254
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.40966
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507144
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689529
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885798
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098812
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333552
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588111
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865057
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167686
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49235
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849048
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243249
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674645
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799865
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37637
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02669
(415.98, 14.51, 246.23) (388.38, 7.52, 247.74) (1.18, 1.64, 1.16) Tools 11.72018
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5458
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47617
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61521
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79841
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01889
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.52471
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50081
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.47958
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.461
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.44506
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.43175
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.42106
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.41298
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.4075
(415.98, 14.51, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.40463
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.497061
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.678722
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874466
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087052
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320822
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574287
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849995
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150855
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473902
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828744
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220917
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649851
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768444
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34058
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98561
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70149
(415.98, 14.51, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49465
