¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204923
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.09833
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.11646
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.13645
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.15834
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.91842
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.90883
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.93187
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.96073
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.99153
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.02429
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.05903
İ(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.09578
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.13458
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257037
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471879
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708364
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968268
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250222
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557173
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903416
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300442
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740879
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22912
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717699
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10613
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52492
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98164
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6434
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.30971
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.32336
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.33888
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.35629
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.3756
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.39682
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.41998
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.83694
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.16269
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.19102
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.22132
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.2536
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.28789
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.32421
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.36261
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.4031
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26012
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475193
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710554
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97064
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2528
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55998
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908823
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306443
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747543
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239586
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739141
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12603
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54656
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00526
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65228
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.57722
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.59201
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.60872
í(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.62736
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.64794
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.67049
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.69502
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.7583
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.14962
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.46356
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.49539
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.52927
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.56521
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.60324
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.6434
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.68571
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26324
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478533
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712732
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972984
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255369
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56276
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914134
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31234
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754095
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246897
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757953
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14643
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.3232
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02945
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68393
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.85849
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.87452
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.89252
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.91249
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.93446
(390.34, 13.96, 251.85) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.95844
(390.34, 13.96, 251.85) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 13.58698
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.68244
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.12472
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.75047
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.78398
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.81957
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.8573
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.89717
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266351
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48188
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714863
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975292
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257887
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565522
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919341
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318099
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760509
á(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254077
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749192
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1673
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.25861
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.23477
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.21255
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.19195
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.17295
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.15554
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.13969
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.1254
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.11266
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.10146
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.60927
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.0995
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269469
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485243
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717437
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97761
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260386
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568244
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924434
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323736
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766768
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261087
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742668
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15935
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.25339
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.23269
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.2136
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.19609
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.18016
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.1658
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.15299
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.14173
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.132
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.1238
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.53872
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.07396
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272613
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488621
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72107
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97988
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262858
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57093
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929414
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329242
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772902
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267952
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736755
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14644
í(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.51377
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.49266
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.47319
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.45535
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.43912
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.4245
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.41147
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.40002
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.39015
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.38185
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.47072
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.04811
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275777
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492011
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724722
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982141
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265306
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573596
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934286
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334632
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778893
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274669
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731242
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13391
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59371
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.76781
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.74795
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.72976
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.71322
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.69833
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.68508
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.67345
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.66343
(390.34, 13.96, 251.85) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.65502
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.40521
(390.34, 13.96, 251.85) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.02196
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278936
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495407
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728386
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984363
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267731
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576247
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939027
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339895
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784758
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281223
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726123
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12172
(390.34, 13.96, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58036
