¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.65585
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.49772
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.4039
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.3134
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.35448
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.76834
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.20911
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.31176
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.30455
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.29962
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.48109
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.69128
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92191
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186996
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472922
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783752
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122825
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49411
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46281
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.554857
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.543509
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.533463
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.52471
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.701967
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.950096
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.214204
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.495836
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.889035
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.54412
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.29397
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.98847
¹(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.97239
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.56145
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.46688
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.37566
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.42016
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.83792
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.81239
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.80328
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.85487
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.03865
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.22933
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.72881
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927087
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192624
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479031
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790406
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.130098
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037011
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.034224
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.021401
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.009815
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.999459
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.17313
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.389604
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.619182
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.863035
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.153291
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.709979
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.34041
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.43318
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.05634
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.04021
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.62804
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.53268
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.44071
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.48827
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.34921
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.33831
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.45337
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.62507
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.80313
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.04946
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.76849
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932181
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198167
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48505
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796964
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13727
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.578479
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.564446
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.551589
Û(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.539896
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.707926
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.898261
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.099473
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.312481
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.538301
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.0002
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.537518
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.14468
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.17296
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.12708
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.11091
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.69755
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.60137
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.93343
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.91873
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.92219
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.07718
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.23782
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.40433
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.67396
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.99378
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.81035
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937188
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203628
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49098
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.19271
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.176519
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.161466
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.147541
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.135692
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.295708
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.464205
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.641834
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.829324
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.027472
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.389051
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.852362
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.371319
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 10.63285
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.99353
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.22429
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.71709
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.77003
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.53417
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.51792
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.57896
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.7242
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.87467
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.03292
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.3209
×(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.62316
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.96925
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.8544
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942108
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209002
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.836658
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.819639
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.803719
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.788882
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.785241
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.928082
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.078146
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.235958
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.402098
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.577204
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.85745
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.260962
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.709535
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.298968
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.13308
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.96231
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.30099
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.18161
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.16185
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.14412
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.2563
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.39254
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.53365
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.71559
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.98845
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.27457
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.66176
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 15.29588
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.90068
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947192
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.518652
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.50092
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.484248
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.468624
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.470176
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.598334
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.732695
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.87369
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.021786
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.177499
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.390929
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.745436
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.136944
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.571486
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.924131
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28497
Ò(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.41436
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.83524
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.81411
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.82903
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.95259
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.08052
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.21299
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.41611
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.67501
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.94623
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.37075
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.65533
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.70104
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.94924
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.47834
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.45227
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.427362
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.403598
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.380959
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.359426
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.421912
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.548512
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.681221
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.820458
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.978329
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.292178
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.63678
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.016823
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.746498
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4749
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.53573
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.51133
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.48888
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.55025
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.66639
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.78662
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.9111
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.13314
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.37912
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 13.63656
(337.81, 7.34, 324.27) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 14.09493
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.2178
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.2587
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.30211
(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.0001
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957114
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224604
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98646
(337.81, 7.34, 324.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321309
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.619412
(337.81, 7.34, 324.27) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.914863
