¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623519
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8497
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77396
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12005
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.443974
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.618594
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80366
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001381
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215615
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448592
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697546
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966568
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261231
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576213
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918565
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300958
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711353
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.169512
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.699124
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30258
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97058
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70568
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58167
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62742
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.827
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20195
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83524
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76839
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12491
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441757
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616223
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.801069
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998599
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212835
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44559
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694269
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963064
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257456
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572113
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914401
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296464
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.706392
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164137
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.692869
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29587
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96249
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6967
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57112
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61578
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8159
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19153
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82247
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76416
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12238
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439597
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613911
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798553
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995899
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210132
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442667
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691094
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959705
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253794
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568166
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910384
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.292167
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.701647
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15899
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68683
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28941
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95473
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68835
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56094
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60459
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80537
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1819
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81058
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76126
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12131
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.437494
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611662
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796114
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99328
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207503
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439829
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688021
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956452
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25025
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564378
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906516
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288063
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.697116
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154073
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.681162
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28319
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94729
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68042
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55112
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59383
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79541
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17242
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79956
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75618
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.1217
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435448
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609474
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793753
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990745
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204952
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437073
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685055
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953306
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24682
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560746
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902795
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.284155
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692803
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.149384
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.675698
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27722
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94018
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67283
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54168
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58352
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78601
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1625
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78942
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74334
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12357
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.43346
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607347
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791467
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98829
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202479
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4344
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682189
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950266
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243508
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.55727
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899225
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280443
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.688704
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144927
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670432
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27148
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93339
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6656
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53261
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57364
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77717
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1533
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.78016
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73159
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51218
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431529
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605281
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789257
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985919
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200081
¢(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43181
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679427
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947331
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240309
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553951
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895802
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.276924
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684826
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140697
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665364
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26599
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92693
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65873
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5239
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56421
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7689
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14483
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77178
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72093
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52324
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429656
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603277
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787125
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983631
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19776
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429304
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676769
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944504
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23723
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.550789
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892528
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273601
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681222
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136697
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660495
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26074
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92078
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65221
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51556
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55521
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76119
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1371
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76427
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.71136
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53587
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427839
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601334
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78507
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981425
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195515
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42688
¦(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674216
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941783
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234266
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547784
(380.51, 14.27, 268.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889403
