¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0025
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.801203
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.794075
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.787682
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.782018
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.77708
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.163
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5015
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96155
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51146
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99823
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4971
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9762
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.126369
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.332813
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.31419
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.330983
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.389478
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.450248
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.513408
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.579079
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.647394
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.780982
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.94478
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.120992
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.31105
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.516613
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.95235
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61576
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24613
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.807204
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.79861
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.79076
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.783649
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.777271
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.771621
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.766695
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.76249
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.759001
Û(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22885
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75544
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23862
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75041
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64738
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.078196
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.229313
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.332778
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.314875
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.299911
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.357876
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.418094
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.480677
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.581584
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.730941
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.891117
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.063303
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.248867
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.449393
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.226198
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.816891
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.806809
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.867533
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.029712
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.131344
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.125228
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.11989
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.115326
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.111533
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.953933
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.749389
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.746622
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99244
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48812
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03149
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20422
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.030995
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.179531
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.336537
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.449784
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.316999
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.300579
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.327119
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.399251
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.535963
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.682164
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.83885
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.00716
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.188403
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.613406
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.818711
à(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.807886
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.930613
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.096733
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.275251
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.467577
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.551092
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.545388
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.540521
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.536489
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.533287
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.101376
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.73776
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.735709
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7471
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33482
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45164
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.984746
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.130775
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.250304
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.326471
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.405484
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.320566
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.304832
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.357509
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.491457
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.634614
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.787936
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.952514
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.129602
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.822011
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.836947
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.995666
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.165952
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.349082
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.546532
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.760009
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.991508
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.048999
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.043789
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.039489
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.036095
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.756934
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.260375
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.84334
(342.22, 7.21, 365.74) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.72625
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76134
(342.22, 7.21, 365.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72822
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.939429
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.065107
(342.22, 7.21, 365.74) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.13543
