¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942065
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.06348
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.04112
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.02079
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.00245
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.9861
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.97173
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.95932
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.94886
(346.95, 7.02, 312.88) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.46744
(346.95, 7.02, 312.88) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.234811
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997724
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195294
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40736
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635485
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881502
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133762
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37562
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644438
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9348
ª(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249413
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591288
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96418
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453346
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03072
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68489
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38337
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47588
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.97637
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.95417
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.93397
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.91576
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.89953
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.88525
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.87293
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.86255
(346.95, 7.02, 312.88) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.39597
(346.95, 7.02, 312.88) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.123128
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002561
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200499
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412935
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641489
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887981
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1349
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38331
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652722
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94376
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259122
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601882
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975704
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480338
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0612
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65074
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33708
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51902
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.89233
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.87028
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.85022
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.83213
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.816
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.80183
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.78959
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.77927
(346.95, 7.02, 312.88) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.39507
(346.95, 7.02, 312.88) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.015448
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007463
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205753
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418572
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647563
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894549
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140565
®(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391184
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661237
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952969
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269072
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612722
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98843
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507552
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09192
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60699
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29053
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56221
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.81127
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.78936
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.76943
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.75146
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.73544
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.72135
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.7092
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.69895
(346.95, 7.02, 312.88) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.46887
(346.95, 7.02, 312.88) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 8.911591
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012408
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211042
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424278
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653683
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901154
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147133
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399281
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669953
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962403
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279323
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623832
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012853
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534943
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07439
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.564
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24366
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52298
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.73312
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.71134
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.69154
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.67368
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.65776
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.64377
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.63169
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.62151
(346.95, 7.02, 312.88) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.54404
(346.95, 7.02, 312.88) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 8.811403
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017395
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216404
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430007
°(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65987
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907844
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150552
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407095
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678901
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972085
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289813
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635262
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037436
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562552
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03609
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5218
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1965
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46444
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.9156
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.88272
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.85192
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.82318
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.79647
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.77178
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.74908
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 12.72836
(346.95, 7.02, 312.88) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.6206
(346.95, 7.02, 312.88) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 8.714727
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022437
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221797
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43579
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666117
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914577
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154086
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410974
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688085
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981982
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300568
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646989
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0622
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560331
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998496
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.952972
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.936795
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.921864
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.908167
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.895695
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.884437
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.16331
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.13559
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.10994
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.08634
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.06477
(346.95, 7.02, 312.88) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.69856
(346.95, 7.02, 312.88) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 8.621423
»(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027499
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227249
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441672
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672435
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918924
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15782
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414955
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692468
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992146
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311589
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658953
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087114
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.905777
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.887259
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.869998
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.853983
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.8392
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.82564
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.813292
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.802143
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.792187
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.49526
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.46858
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.444
(346.95, 7.02, 312.88) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.42151
(346.95, 7.02, 312.88) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.77796
(346.95, 7.02, 312.88) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 8.648702
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032619
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232725
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447576
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678782
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922554
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161692
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419157
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696974
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997665
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322866
(346.95, 7.02, 312.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671271
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.844916
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.825318
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.80698
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.789889
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.774031
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.759391
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.745963
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.733733
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.722691
(346.95, 7.02, 312.88) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.712832
