¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375538
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53289
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.02376
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881093
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083517
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301345
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536362
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79219
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071239
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375347
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70799
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073317
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476324
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.923082
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42104
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.979439
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60988
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32717
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15041
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97562
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10124
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47664
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9124
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1853
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46979
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79182
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09472
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.43623
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881105
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083531
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301359
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536378
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792032
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071068
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375159
¤(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707783
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073089
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476073
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.922804
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42073
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.979087
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60949
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32671
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98016
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97925
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10553
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47572
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85254
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1234
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40575
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70025
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67483
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86198
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881127
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083553
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301384
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536406
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791875
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070895
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374973
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707578
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072864
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475824
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.922525
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420419
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978741
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60909
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32626
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97958
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98303
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10991
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47482
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7952
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06408
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34439
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63674
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27212
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.41513
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881158
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083586
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301419
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536442
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791719
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070727
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374788
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707377
£(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072642
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475579
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.922254
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420113
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978395
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6087
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32582
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97903
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9869
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11447
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47394
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74027
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00733
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28572
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56266
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85349
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35678
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881196
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083627
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301463
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53649
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791567
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07056
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374606
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707178
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072422
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475336
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921985
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419813
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978058
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60832
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09931
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9785
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99092
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11917
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4331
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68783
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95316
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21358
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47463
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7464
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.30099
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881243
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083677
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301517
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536548
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791415
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070396
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374426
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706981
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072206
ª(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475098
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921719
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419515
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.977721
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60794
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09883
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97793
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99503
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12396
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38465
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63779
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88296
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13134
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38979
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65881
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25607
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881298
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083737
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30158
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536618
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791265
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070234
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37425
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706785
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071993
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.474861
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921454
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419221
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.977393
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33243
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09837
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97742
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99649
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12892
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3385
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5695
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80609
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05211
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30805
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57444
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22682
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.87147
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88136
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083804
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301654
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536696
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791117
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070073
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374074
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706595
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.07178
¬(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.474627
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921196
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41893
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.977065
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33202
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09794
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97692
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99589
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13398
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16279
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49765
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73207
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97581
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22939
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4933
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20066
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.03768
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881433
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083881
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301736
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536786
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791105
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069917
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373901
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706406
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071573
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.474398
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920939
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418647
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.976746
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33166
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0975
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97641
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99531
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13922
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93164
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3669
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66082
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90243
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15369
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4152
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17758
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.25743
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881512
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083968
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30183
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536887
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791212
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069758
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373732
(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70622
½(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071368
