¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56507
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10241
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.301564
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465278
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638951
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823543
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021558
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234499
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467093
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711912
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975813
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262745
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574605
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905924
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26899
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.672632
É(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.106462
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.589382
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09709
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6773
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36247
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13869
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00595
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88849
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49391
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52348
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64391
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90999
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37509
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05965
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94423
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289178
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452059
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624935
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808535
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005452
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21715
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448049
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6918
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954021
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238757
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549279
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.878261
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23851
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639166
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069489
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.550035
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05339
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62309
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30098
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06936
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93859
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51476
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42518
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45108
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55747
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81069
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2598
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9246
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79827
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.276925
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438988
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611087
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793711
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989544
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20004
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429236
Ï(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671963
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932532
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215405
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524346
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.851038
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208665
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606271
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033156
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508522
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01055
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57034
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24068
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00142
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86996
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45285
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35831
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38083
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47368
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71447
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14818
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.805
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65746
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264802
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.426064
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597407
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779068
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973837
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183147
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410659
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652401
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911349
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192389
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499804
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82425
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179312
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573937
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.997467
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467649
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.968557
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51974
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18155
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93486
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60405
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39265
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29338
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3127
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3925
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6213
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0402
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68958
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5216
Ä(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.252812
(430.84, 10.77, 356.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413287
