¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53721
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00894
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45439
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15086
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3034
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6383
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606451
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862372
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140028
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44212
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769512
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119275
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503342
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926947
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.396442
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91963
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50617
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16821
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92232
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79853
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81291
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04303
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49291
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20071
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.37281
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.16128
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612874
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869332
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147584
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450349
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.778
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128578
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.513583
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938271
ë(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409031
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933703
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.522
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18615
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94323
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82269
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83957
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07678
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53117
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25021
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4418
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.24131
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619212
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876203
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155031
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458473
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786407
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137796
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52373
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.949495
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.421509
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.947656
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53771
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20395
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96395
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84664
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86602
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11018
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56915
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29935
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51033
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.32087
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625466
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882981
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16238
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466491
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794737
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146929
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533785
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.960617
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.433877
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.961486
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55327
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22159
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98449
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87038
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8933
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14322
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60685
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34811
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57839
í(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.39993
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631635
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889667
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169629
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474401
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802983
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155972
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.543742
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.971635
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.446127
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.975188
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5687
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23909
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00482
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89389
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92074
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17589
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64426
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39648
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64596
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.48193
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637713
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896257
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176776
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4822
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811148
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164923
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.553603
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982544
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.458261
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.988763
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58398
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25642
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02496
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91718
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94785
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20818
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68137
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44444
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.71301
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57117
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643704
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902752
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183819
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489886
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819227
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173784
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563361
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.993344
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.470274
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0022
è(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59911
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27359
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04489
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94024
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97462
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24009
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71816
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49197
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77952
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65971
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649604
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909148
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190756
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497458
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827219
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182549
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573017
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.00403
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482164
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0155
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6141
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29059
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0646
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96305
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00104
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27191
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75463
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53907
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.84546
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.7475
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65541
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915431
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197586
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504913
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.835121
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191217
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582566
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.014601
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.493926
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02867
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62893
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30741
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0841
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98562
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02711
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30332
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79076
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5857
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9108
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.83451
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661124
í(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921609
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204308
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512251
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842932
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19979
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59201
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025054
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.505558
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04169
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6436
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32406
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10337
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00793
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05281
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33431
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82655
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63187
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.97553
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.92071
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666742
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927686
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210919
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519469
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850654
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208258
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601344
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035388
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517058
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05456
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6581
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34053
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12242
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02896
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07814
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36485
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86197
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.67755
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03426
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.00495
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672265
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933658
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217417
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526565
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858278
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.216627
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610564
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045599
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.528424
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06729
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67244
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35681
é(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14122
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04969
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1031
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.39494
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89704
