¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39877
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026217
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364875
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734701
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140124
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586576
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08046
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37353
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57697
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20751
Ç(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89821
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58922
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37495
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27351
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30427
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21279
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94509
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75535
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17957
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62509
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09486
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54159
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88408
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22032
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57087
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93648
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033175
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241847
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466182
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704081
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961235
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695785
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005306
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342052
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709712
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112741
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55636
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04697
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24854
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53758
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16991
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87257
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57707
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35985
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25607
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27435
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21061
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94268
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75284
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29612
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74722
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22298
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64612
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02092
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36164
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71692
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08754
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021336
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229119
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452336
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689142
¹(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945065
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221327
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984557
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319442
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685022
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085632
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526458
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01381
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11677
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49863
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13276
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83118
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56923
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34668
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23926
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26453
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18806
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94206
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75224
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41663
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87354
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35559
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75466
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16263
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50806
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86826
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24407
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009549
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21645
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438573
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674291
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928997
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203505
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491594
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297065
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660505
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058757
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496798
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.953854
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.987916
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4601
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09513
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79021
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56306
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33407
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2231
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24592
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12922
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94324
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75362
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54119
§(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00417
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46515
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86733
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28888
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65972
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02503
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65192
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997815
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203841
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424894
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659534
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913032
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18584
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472423
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784025
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124009
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03213
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467484
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668462
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860864
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.422
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05248
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74922
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53007
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32202
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20757
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22805
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07209
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94624
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75688
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66965
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13919
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57749
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98422
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41056
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81679
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18748
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13703
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986138
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191453
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4113
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644871
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897172
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168334
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453427
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763344
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101411
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.471588
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953296
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.340973
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827214
®(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38433
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01015
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70876
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48473
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3179
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19267
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21091
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01676
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95103
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76212
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67537
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27874
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69398
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1054
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53678
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97942
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48519
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6472
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974518
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179248
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397793
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630305
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881418
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150982
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434606
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742857
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079032
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.447044
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.851568
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298244
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793934
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34708
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96819
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66883
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44001
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31327
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18017
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1945
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96317
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89799
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76927
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68326
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41735
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8147
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23105
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66768
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12601
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97037
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21725
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962958
(337.04, 7.66, 343.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167098
