¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14414
É(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532626
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811831
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117155
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451025
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820267
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227787
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693606
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211385
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792951
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45184
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20117
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0981
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16519
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46807
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04111
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.24024
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.21823
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.1987
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.18163
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.167
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.15481
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.14505
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.1377
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.13277
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.102172
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.264161
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.437927
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625308
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826963
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040618
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272628
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527803
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806564
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111319
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444608
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813129
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219866
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684213
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200609
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.780087
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43698
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18404
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0755
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13645
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4281
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99252
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.17543
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.15354
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.13412
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.11714
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.1026
Á(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.09049
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.08079
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.07351
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.06862
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.099158
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260938
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.434524
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621652
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823026
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036408
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268281
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523078
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801398
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105602
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438323
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806137
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212107
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675003
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18999
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.767566
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42239
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16724
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05319
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10819
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38877
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94479
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.11354
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.09176
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.07244
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.05556
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.0411
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.02906
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.01943
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.0122
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.00736
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.096205
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.257782
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431187
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.618068
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819165
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032299
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264023
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518452
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796336
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100001
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43217
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799287
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204507
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665975
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179523
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755283
ã(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40809
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15076
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03115
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08043
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35015
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89792
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.05452
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.03284
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.01362
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99682
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98245
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97048
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96091
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95373
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94893
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.093314
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.25469
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427918
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614555
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815382
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028287
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259854
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513924
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791375
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09452
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426145
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792584
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197069
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65713
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.16921
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743239
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39406
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1346
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0099
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05317
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31217
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85186
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99831
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97674
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95761
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94089
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92659
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.91469
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90517
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89804
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89329
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.090485
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251666
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424715
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611115
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811677
Á(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024377
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255777
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509493
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786516
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089156
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420253
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786026
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189795
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648471
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159055
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731436
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38031
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11877
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99002
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02639
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27491
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80664
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94487
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9234
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90435
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88772
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.87348
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.86165
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.85219
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8451
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.84039
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.087716
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248707
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.421578
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607745
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808049
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020567
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251791
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505162
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781761
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083912
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41449
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779613
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182681
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639994
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.149054
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.719872
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36684
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10326
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97052
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0001
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23828
(327.15, 7.66, 368.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76224
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89416
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.87278
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.85382
Å(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.83726
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.82309
(327.15, 7.66, 368.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.81131
