°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.84914
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108479
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522373
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985826
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.501996
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77927
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44787
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20686
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07567
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07995
£(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.86959
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.84635
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.82511
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80584
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.78853
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77318
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75977
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74828
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73872
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73106
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72532
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72148
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71954
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7195
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882404
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085904
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304962
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539599
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79301
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067951
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379568
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816014
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504619
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684317
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01533
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.503055
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76719
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4342
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19123
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05774
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05907
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80873
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.78561
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76447
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7453
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72809
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71282
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69948
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68805
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67854
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67093
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66523
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66141
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65949
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65946
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880101
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083427
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302292
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536571
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789731
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064385
ì(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375842
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718006
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094492
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511463
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.161407
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.754253
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75511
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42058
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17571
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0399
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03839
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75034
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72733
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7063
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68723
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6701
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6549
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64163
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63027
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62081
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61325
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60757
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60378
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60188
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60185
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877805
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080959
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299632
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533561
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786471
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060831
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372093
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713889
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089313
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505024
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.9684
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486382
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74314
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40702
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16032
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02216
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01781
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69437
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67147
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65053
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63156
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61451
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.59939
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.58618
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57488
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.56547
˘(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55795
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.5523
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54854
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54665
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54663
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875515
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078497
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296979
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530568
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783229
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057297
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368323
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709747
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08411
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498559
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961188
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.477434
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73121
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39355
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14495
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00454
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99732
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64077
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61797
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.59713
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57824
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.56128
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54623
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53309
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52184
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51247
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.50499
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49938
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49564
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49376
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49375
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873233
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076045
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294247
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.527594
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780008
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053786
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364534
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705584
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078882
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492068
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953952
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.468461
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71934
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38017
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12968
©(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98701
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97694
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.58949
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.56679
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54605
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52724
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51035
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49537
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.48229
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47109
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.46177
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.45433
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44875
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44503
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44317
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44316
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870959
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0736
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291507
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524637
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776805
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050296
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360723
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701398
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073631
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.485555
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946692
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.45946
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70757
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36682
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11452
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96955
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95672
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54049
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51789
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49724
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47851
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.46169
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44678
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.43375
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42261
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41333
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.40592
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.40037
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.39667
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.39482
(331.30, 7.40, 369.22) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.39483
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868693
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071163
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.288788
(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5217
Ñ(331.30, 7.40, 369.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773623
