¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(385.03, 13.89, 255.08) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.65115
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15495
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76863
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42249
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18277
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02869
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72303
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49781
(385.03, 13.89, 255.08) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.66497
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325122
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54744
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788668
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049449
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332186
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639757
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969499
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319435
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702871
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1248
¾(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610108
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16125
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78791
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4332
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18458
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99816
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68908
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45987
(385.03, 13.89, 255.08) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.6739
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326584
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549932
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791358
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052359
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335366
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643221
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974668
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325096
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70908
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131642
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615709
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16753
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80735
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44397
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1893
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96836
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65597
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42283
(385.03, 13.89, 255.08) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.68503
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328285
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552408
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794054
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055263
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338504
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646658
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979895
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33079
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715339
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138546
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621279
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17378
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82697
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46334
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20166
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93925
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62365
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38673
(385.03, 13.89, 255.08) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.69836
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330577
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554878
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796717
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058147
°(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341651
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650063
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985131
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336531
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72164
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1455
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626834
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84513
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48559
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21412
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9109
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59212
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35152
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332857
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557322
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799349
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061025
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344782
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65347
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990399
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342305
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727991
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152493
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63236
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18619
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85799
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50805
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23175
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88323
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56142
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31722
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335136
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559782
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06387
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347885
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656844
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994199
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348132
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734361
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159517
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637846
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19234
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87068
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53072
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25741
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85627
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53148
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28382
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337393
Ä(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562214
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804615
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06672
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350957
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660211
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997876
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353969
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740788
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166622
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643293
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19847
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88318
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55358
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27985
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83824
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50235
(385.03, 13.89, 255.08) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.19963
(385.03, 13.89, 255.08) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.18465
(385.03, 13.89, 255.08) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 15.22039
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339636
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564631
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807225
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069528
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354016
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663551
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001531
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359847
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747259
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173743
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648738
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20661
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89551
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57664
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27711
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82438
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47629
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21964
(385.03, 13.89, 255.08) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 15.1266
(385.03, 13.89, 255.08) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 15.20759
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341855
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567026
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809804
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072328
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357059
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666885
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005157
(385.03, 13.89, 255.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365774
