¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.619009
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781844
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179243
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.622341
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115734
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654733
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28075
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00033
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83423
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8058
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95731
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28981
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78954
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41641
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33393
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70094
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028393
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253016
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506804
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782135
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079265
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417559
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78451
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182197
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.625511
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119288
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.659762
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28695
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00649
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84072
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81436
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96504
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29658
æ(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79273
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41648
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.334
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70103
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03129
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256147
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510705
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785296
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08272
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422512
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.787044
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185006
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628517
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.12266
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.66459
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29291
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01238
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8469
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82089
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97198
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30292
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79579
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41653
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33407
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70111
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034135
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259222
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514476
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788358
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08607
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427249
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789445
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18771
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63136
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.125849
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669217
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29862
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01802
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85278
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82704
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97847
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30882
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79917
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41658
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33413
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70119
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036929
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26224
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518116
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791325
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089315
ì(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431275
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791715
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190303
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63404
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.128852
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673645
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30408
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02339
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85835
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83283
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98452
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31192
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80231
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41662
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33418
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70126
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039669
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265202
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52094
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794195
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092453
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433212
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793851
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192744
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636556
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.131143
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.677869
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30929
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0285
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86361
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83825
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99014
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31445
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8052
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41667
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33424
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70132
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042356
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268106
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523481
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796963
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095483
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435026
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795851
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195027
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638906
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132981
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68189
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31424
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03334
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86856
ì(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84331
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99531
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31668
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80784
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4167
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33428
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70138
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044988
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27095
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525931
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799634
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098403
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436716
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797716
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197153
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641088
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.134692
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.685701
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31837
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0379
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87319
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84799
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00004
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31862
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81023
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41673
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33431
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70142
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047567
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273738
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528291
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802204
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101217
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438287
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799448
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199129
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643106
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136277
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68931
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32212
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04221
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87751
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8523
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00432
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32026
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81238
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41676
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33435
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70146
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050089
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276464
é(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530558
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804676
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10392
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439732
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801044
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200945
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644955
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.137734
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.69271
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32563
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04646
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88151
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85624
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00815
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32162
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81427
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41678
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33438
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70149
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052556
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279131
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53273
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807045
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106513
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441055
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802504
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202572
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.646635
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139064
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.695899
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3289
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05078
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8852
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85979
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01154
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32327
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81591
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4168
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3344
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70152
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054969
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281737
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534811
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809314
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108994
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442256
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803827
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20393
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648149
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.141266
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.698882
ñ(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33194
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05479
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88857
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86298
(334.58, 7.50, 353.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01447
