¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.31053
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.895498
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.23165
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.21132
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.19258
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.47904
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.468491
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.318153
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.293193
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.292765
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.436192
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.43056
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.09882
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.09398
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.09065
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888161
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081947
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257524
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412576
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.409924
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.469064
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.530291
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.593679
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.659315
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.716566
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.695209
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.674979
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.655861
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.637841
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.620904
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.605035
î(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.590224
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.576459
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.563729
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.552023
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.54232
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.533343
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.364026
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.356527
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.512375
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.507354
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.977448
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.972686
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.969415
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.967634
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.967341
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891489
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085533
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240706
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394862
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557819
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.520955
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.58336
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.647974
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.71488
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534072
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768983
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046108
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374317
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848911
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766295
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 9.901171
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.989702
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.969893
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.951643
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.93494
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.478936
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.469328
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.460711
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.453078
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.446425
(381.63, 14.05, 262.92) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 6.440746
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.860415
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.855729
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.852515
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.850775
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.850505
(381.63, 14.05, 262.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894881
