¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80719
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59239
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18372
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88968
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.35866
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.33842
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.32024
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.30408
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.28995
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.27782
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.2677
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87537
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.86573
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.85982
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.85762
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.85913
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003373
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205341
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422391
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656215
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866191
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082433
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313875
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592995
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900079
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234291
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599386
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132051
Ğ(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768347
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48987
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97976
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52363
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1076
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78353
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.56569
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.54514
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.52667
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.51027
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.49591
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.4836
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.47332
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.74919
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00031
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202089
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418905
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652422
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857546
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073223
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321928
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60593
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914101
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249575
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616085
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172407
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814623
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39726
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86638
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45179
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03309
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67892
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.78134
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.76046
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.7417
(397.69, 14.03, 247.37) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.72503
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.43399
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.86836
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.64388
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997297
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198846
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415397
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647731
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849158
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070599
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334069
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619069
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928334
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265101
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645811
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212871
¾(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861093
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3068
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75571
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3287
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96011
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59208
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66706
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0262
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74457
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95647
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.3422
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.85362
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.55905
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.54956
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.54375
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.5416
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.54311
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993674
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195642
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411952
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640075
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84099
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081985
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346347
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632369
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942828
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28087
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681446
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25344
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837866
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21848
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64761
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2086
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83385
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51273
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65915
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01671
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7377
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94778
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.25447
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.83916
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.49255
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.44756
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.43448
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.42505
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.41927
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.41714
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.44683
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98893
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191683
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408545
»(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632618
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847704
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093542
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358822
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645885
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957504
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296889
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717196
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29419
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758077
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13225
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54211
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09149
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70312
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40191
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65143
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00753
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73097
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93925
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.17073
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.82499
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.35489
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984228
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186646
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40421
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629396
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858562
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105233
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371444
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65958
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972405
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313124
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752991
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335014
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680086
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04798
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44657
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97726
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57577
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49573
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64395
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99859
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72436
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93089
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.0909
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.81108
(397.69, 14.03, 247.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.26726
