¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´ (366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.087667
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.94157
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.98438
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89777
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16839
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67884
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4737
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58402
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.345719
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.578701
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.830502
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.103446
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.402975
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.730628
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.0905
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.489951
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.933078
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.429567
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.988647
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.60155
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.28662
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.06825
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.96829
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68039
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93782
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21565
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73546
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53653
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.6573
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.34979
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.583095
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.835257
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.108612
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.408975
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.737193
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.097677
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.497882
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.941513
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.438997
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.998672
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.61923
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.3067
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.09128
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.99494
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71701
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97809
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26321
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79246
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59895
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.73171
œ (366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.353818
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.587445
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.839969
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.113928
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.414908
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.74369
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.104766
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.505717
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.949832
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.448296
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00854
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.63683
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.32671
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.11422
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.02151
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91782
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01857
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31104
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84982
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.66114
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81115
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.357809
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.591753
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.84463
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.119312
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.420777
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.750116
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.111769
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.513456
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.958402
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.457462
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.01825
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.65431
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.34665
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.13708
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.04799
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9527
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05927
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35914
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90754
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72178
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88867
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.56698
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.361756
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.596016
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.849247
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.124632
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.42658
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.756469
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.11868
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.521094
” (366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.966887
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.466497
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.0278
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66514
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.3665
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.15985
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.07437
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98774
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10018
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40752
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96561
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78295
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96694
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.6576
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.365662
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.600235
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.853814
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.129889
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.432316
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.762747
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.125501
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.528631
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.975262
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.475392
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.03763
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.67579
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.38626
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.18253
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.10065
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02294
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14129
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45615
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02266
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84464
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.04593
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.7492
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.369527
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.604406
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.858332
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.135084
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.437983
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.768953
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.132227
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.536068
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.983523
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.48415
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.04749
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.68625
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.40595
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.20512
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.12683
Ù(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0583
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1826
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50505
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07743
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90686
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12567
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.84129
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.373349
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.608531
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.8628
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.140213
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.44358
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.775081
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.138857
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.5434
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.99167
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.492767
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.05719
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.69652
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.42553
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.2276
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.1529
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0938
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22411
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5542
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13257
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97265
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.21117
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9385
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.377123
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.612609
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.867215
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.145278
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.449105
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.781131
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.14541
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.550626
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.999701
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.501242
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06672
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.70659
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.43823
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.24998
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.17885
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12946
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2658
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6036
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18806
(366.51, 6.94, 355.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03967
