¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 11.03822
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.67599
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.6763
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.67984
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.68662
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018667
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224354
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445613
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684214
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939584
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210152
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503835
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82366
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173226
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556871
ñ(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.255898
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.162876
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.141303
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.121053
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.102111
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.08446
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56656
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38939
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31346
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1794
(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.12099
(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 11.85979
(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 11.83617
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33484
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67219
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.60281
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.59665
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.59372
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.59401
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.59752
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.60427
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025765
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231997
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453843
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6931
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949036
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220368
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51492
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835778
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186518
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571474
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.289541
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.194333
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.172675
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.152347
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.133327
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.115607
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60295
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43077
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36808
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23171
(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.62052
(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 12.32113
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.83819
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.83938
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70788
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6089
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 22.35773
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 22.32261
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 22.29092
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 22.26265
í(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 22.23775
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032921
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239645
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462109
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70203
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958546
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230685
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526151
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848035
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199911
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586183
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.324823
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.227268
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.205523
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.185109
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.166013
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.148217
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63997
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47292
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42367
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 15.03455
(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.16533
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.74708
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.74642
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.94959
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74564
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58026
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 23.33993
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 23.30198
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 23.26761
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 23.23681
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 23.20956
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040053
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247387
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470389
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710953
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968118
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241076
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537445
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860342
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213413
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601029
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.361777
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.261708
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.239869
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.219368
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.20019
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.182319
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67761
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.61553
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.64679
í(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.89779
(402.94, 14.26, 247.76) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 13.76176
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.65852
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.65778
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.18825
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28774
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62412
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.41622
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.37503
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.33762
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.30393
(402.94, 14.26, 247.76) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 24.27396
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047277
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25508
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478739
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719985
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977785
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251545
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548834
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872769
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227058
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616016
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.400436
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.297683
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.275745
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.255154
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.23589
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.217939
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 11.61578
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 11.59504
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 13.16094
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.0982
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.08653
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.08152
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.73425
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.71806
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14104
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67048
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054479
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262866
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487082
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729015
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987516
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262101
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56032
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885284
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240727
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6311
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.440841
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.335224
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.313186
ï(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.292498
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.273145
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.255111
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 11.62905
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 12.01988
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.0549
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.04177
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.11286
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.33872
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.97952
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 11.96288
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99864
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71951
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061751
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270642
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495466
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738071
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997292
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272735
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571854
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897897
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254584
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646335
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.483027
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.374363
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.352218
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.33143
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.311984
(402.94, 14.26, 247.76) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 8.293863
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 11.64409
(402.94, 14.26, 247.76) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 11.82456
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.00052
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 9.987441
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.14457
(402.94, 14.26, 247.76) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 10.61091
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.23714
(402.94, 14.26, 247.76) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 12.22002
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86036
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77118
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06903
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278459
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503908
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747188
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007203
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283434
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58352
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910609
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268477
(402.94, 14.26, 247.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663002
