¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264476
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874083
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100302
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365546
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652553
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964076
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303329
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67413
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271374
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986065
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69927
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26399
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73925
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25823
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81049
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.58586
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.56063
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.53751
æ(439.41, 15.14, 253.94) (417.93, 7.73, 233.24) (1.84, 1.40, 1.35) Tools 15.064
(439.41, 15.14, 253.94) (417.93, 7.73, 233.24) (1.84, 1.40, 1.35) Tools 15.09032
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 13.89864
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.81494
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.84765
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.88273
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.92021
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.96012
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 15.00249
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 15.04735
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072218
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27738
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497884
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691421
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891865
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140115
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408545
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699147
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014725
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358584
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734614
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333752
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05865
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71061
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30706
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78611
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30945
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88346
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.64107
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.61572
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.59249
(439.41, 15.14, 253.94) (417.93, 7.73, 233.24) (1.84, 1.40, 1.35) Tools 14.71327
(439.41, 15.14, 253.94) (417.93, 7.73, 233.24) (1.84, 1.40, 1.35) Tools 14.73802
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 13.98473
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.46716
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.49815
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.53144
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.56706
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.60505
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.64542
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.68822
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078297
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283885
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504907
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708434
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928944
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18054
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45221
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746482
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066186
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414724
æ(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796133
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396609
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10475
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72207
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3511
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83407
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36188
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94101
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.6988
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.67332
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.64997
(439.41, 15.14, 253.94) (417.93, 7.73, 233.24) (1.84, 1.40, 1.35) Tools 14.38056
(439.41, 15.14, 253.94) (417.93, 7.73, 233.24) (1.84, 1.40, 1.35) Tools 14.40385
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.07402
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.13738
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.16677
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.1984
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.23231
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.26851
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.30704
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.34793
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082239
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289515
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511951
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730694
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966929
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22148
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496502
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794502
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118435
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4718
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858706
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459899
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11494
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73358
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39614
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88315
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41556
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99994
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6442
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.73348
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.71001
(439.41, 15.14, 253.94) (417.93, 7.73, 233.24) (1.84, 1.40, 1.35) Tools 14.20486
(439.41, 15.14, 253.94) (417.93, 7.73, 233.24) (1.84, 1.40, 1.35) Tools 14.18463
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.16657
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.15067
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.13691
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.12528
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.11578
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.10839
(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.10312
Ó(439.41, 15.14, 253.94) (417.93, 9.12, 233.24) (1.84, 1.40, 1.35) Tools 14.09996
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085756
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293313
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516485
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75536
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005473
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263045
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541463
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843287
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171554
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529802
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922333
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523622
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12522
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74516
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44222
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93335
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47048
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06029
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71079
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.69336
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.67325
(439.41, 15.14, 253.94) (416.13, 7.73, 233.59) (1.88, 1.40, 1.43) Tools 14.29876
(439.41, 15.14, 253.94) (416.13, 7.73, 233.59) (1.88, 1.40, 1.43) Tools 14.28218
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.26778
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.25553
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.24543
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.23746
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.23163
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.22792
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.22634
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.22688
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089315
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297127
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52058
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76108
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015056
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289979
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587048
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892774
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225463
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588773
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987047
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583488
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13556
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75684
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4611
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9847
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52668
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12205
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.3947
ğ(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.37304
(439.41, 15.14, 253.94) (418.15, 7.58, 234.73) (2.02, 1.13, 1.82) Tools 13.35343
(439.41, 15.14, 253.94) (414.29, 7.69, 231.04) (1.79, 1.40, 1.27) Tools 17.31419
(439.41, 15.14, 253.94) (414.29, 7.69, 231.04) (1.79, 1.40, 1.27) Tools 17.2925
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.29032
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.27431
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.26047
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.24877
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.23922
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.23181
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.22652
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092876
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300951
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52472
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766013
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021308
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296763
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595894
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921831
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278268
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648698
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052873
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592761
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14598
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7686
(439.41, 15.14, 253.94) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 11.4268
(439.41, 15.14, 253.94) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 11.39961
(439.41, 15.14, 253.94) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 11.37424
(439.41, 15.14, 253.94) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 11.35067
(439.41, 15.14, 253.94) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 11.32888
(439.41, 15.14, 253.94) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 11.30887
(439.41, 15.14, 253.94) (417.67, 7.69, 236.60) (2.02, 1.40, 1.75) Tools 11.2906
(439.41, 15.14, 253.94) (415.89, 7.73, 232.34) (1.88, 1.40, 1.43) Tools 16.89225
(439.41, 15.14, 253.94) (415.89, 7.73, 232.34) (1.88, 1.40, 1.43) Tools 16.92072
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 14.38027
(439.41, 15.14, 253.94) (416.13, 9.12, 233.59) (1.88, 1.40, 1.43) Tools 15.42042
(439.41, 15.14, 253.94) (415.89, 9.12, 232.34) (1.88, 1.40, 1.43) Tools 16.69812
(439.41, 15.14, 253.94) (415.89, 9.12, 232.34) (1.88, 1.40, 1.43) Tools 16.73652
(439.41, 15.14, 253.94) (415.89, 9.12, 232.34) (1.88, 1.40, 1.43) Tools 16.77761
(439.41, 15.14, 253.94) (415.89, 9.12, 232.34) (1.88, 1.40, 1.43) Tools 16.82141
(439.41, 15.14, 253.94) (415.89, 9.12, 232.34) (1.88, 1.40, 1.43) Tools 16.86797
(439.41, 15.14, 253.94) (415.89, 9.12, 232.34) (1.88, 1.40, 1.43) Tools 16.91732
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096484
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304812
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528878
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770498
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027603
(439.41, 15.14, 253.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303597
