¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13126
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81795
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48114
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11045
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49412
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17508
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77766
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.539586
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711023
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893365
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086017
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292661
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514838
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75126
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000934
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270908
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556438
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319062
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662347
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047885
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458949
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909882
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40759
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95966
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54921
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20731
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96773
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80734
û(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79016
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04234
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.62449
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14224
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.74462
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.541051
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712534
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895014
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087782
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.294555
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516875
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753255
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003086
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447051
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005596
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321792
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665305
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047458
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458403
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909302
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40693
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95892
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54832
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20634
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95917
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79764
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76835
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0153
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47528
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60472
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.7131
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.542595
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714184
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896765
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089657
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296568
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519042
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755414
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445787
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716269
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008402
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324821
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668586
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04735
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458271
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909114
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40675
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95873
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54806
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20608
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95144
—(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78886
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74755
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9894
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45961
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42481
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41567
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544219
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715918
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898621
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091645
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298701
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521335
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197037
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448399
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719117
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01146
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328121
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672193
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047534
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458495
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909381
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40703
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95907
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54787
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20545
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94285
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77864
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73213
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96461
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44515
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37679
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38409
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545923
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717735
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90058
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.093743
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300952
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944317
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199783
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451297
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722205
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014805
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331756
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676155
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051646
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459104
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910071
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40778
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95989
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.543
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20001
¢(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93585
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76327
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71453
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94096
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43203
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33014
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35408
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547706
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71964
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902642
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095952
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709834
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946995
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202686
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454395
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725565
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018434
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335666
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680386
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0563
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46013
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911156
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40903
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96125
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53879
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19528
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93099
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74887
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69807
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91842
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42016
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28585
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32561
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.549568
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721628
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904808
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491665
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712433
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949849
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20575
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457752
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729136
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022321
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339882
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684977
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061313
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46151
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912694
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41073
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96312
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53519
£(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19122
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92697
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73534
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68262
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.897
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40274
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26857
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2987
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551509
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7237
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288259
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494214
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715202
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952789
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208966
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46134
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73304
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026496
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344407
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689898
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066655
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464798
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91469
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41292
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96555
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53269
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1879
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92377
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72276
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66824
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87668
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37564
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25261
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27337
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55353
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725857
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290758
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496895
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718081
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95588
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21231
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46516
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737128
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030961
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349239
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695184
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072389
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471089
(393.96, 13.83, 248.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91708
