¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308958
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1154
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57485
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0725
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03361
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35366
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03832
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03401
(325.95, 7.54, 373.39) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 20.30012
(325.95, 7.54, 373.39) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 20.36276
(325.95, 7.54, 373.39) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.94256
(325.95, 7.54, 373.39) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.31032
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 16.13762
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.61596
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.12915
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.6739
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.24731
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.84684
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89527
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103094
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327085
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56916
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830622
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079678
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348719
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640203
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020786
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475818
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973794
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507906
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8094
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50905
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12571
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58593
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08454
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.85288
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.82991
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.80865
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.78908
”(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.77119
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.13164
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.11299
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.02543
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.04239
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.61195
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.12539
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.67036
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.24397
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.84368
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900471
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108694
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333127
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575701
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838659
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0911
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361072
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.653601
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.023346
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.478683
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.984256
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20651
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82647
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52845
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13681
(325.95, 7.54, 373.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59797
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.5029
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.45073
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.40062
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.32457
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.35784
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.66255
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.7622
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.42468
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.07486
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.1084
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.61046
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.12399
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.66904
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 14.24273
(325.95, 7.54, 373.39) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.84251
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916883
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102815
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301799
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5152
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744589
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991804
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258967
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545376
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850322
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182276
±(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513319
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81775
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146178
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502792
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913748
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36296
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82074
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32266
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8638
(326.46, 7.31, 374.14) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.24855
(326.46, 7.31, 374.14) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.19721
(326.46, 7.31, 374.14) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.43497
(326.46, 7.31, 374.14) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.16423
(326.46, 7.31, 374.14) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.23249
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.9416
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.92352
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.90814
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.89546
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.88547
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.87815
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.87351
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916979
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102938
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301916
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515317
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744725
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99198
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259159
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546689
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851756
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183844
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465837
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76671
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091162
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441983
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841719
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28461
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76432
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26079
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80013
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38184
(326.46, 7.31, 374.14) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.62913
(326.46, 7.31, 374.14) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.46859
(326.46, 7.31, 374.14) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.44887
(326.46, 7.31, 374.14) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.43122
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.64856
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.63089
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.61588
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.60352
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.59381
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.58672
¤(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.58227
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917156
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103106
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302122
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515532
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74498
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992246
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259442
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54814
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85336
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142794
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41938
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716721
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037249
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383718
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771214
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20749
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68623
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20033
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73799
(326.46, 7.31, 374.14) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 11.93187
(326.46, 7.31, 374.14) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 11.91088
(326.46, 7.31, 374.14) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 11.89174
(326.46, 7.31, 374.14) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 11.87443
(326.46, 7.31, 374.14) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.39547
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.36744
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.35016
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.3355
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.32345
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.314
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.30713
(326.46, 7.31, 374.14) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.30286
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917406
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103386
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302444
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515868
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745316
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992602
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259817
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549494
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845198
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100256
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37378
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667782
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984494
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326749
(326.46, 7.31, 374.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702225
(326.46, 7.31, 374.14) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.738661
(326.46, 7.31, 374.14) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.715507
