¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73928
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.68493
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.54603
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.41185
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.45785
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.53929
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.6217
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.70744
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.79658
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.88922
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695939
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.967145
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224607
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532581
Ş(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.961715
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38034
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63513
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85752
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01202
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33213
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72001
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.91355
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.66544
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.77746
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.89352
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.12837
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.97057
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.82184
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.67815
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.53935
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.40527
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.41947
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.49819
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.58014
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.66542
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.75409
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.86657
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.98504
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708407
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.970304
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227964
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.575287
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.983071
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42717
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75871
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01916
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07171
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39316
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.79756
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.76209
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.51363
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.48323
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.45539
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.49396
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.96634
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.81767
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.67405
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.53531
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.40129
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.38134
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.4662
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.5693
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.67621
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.78703
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.90187
Ê(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.02085
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720182
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973705
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23158
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.616297
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00449
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51465
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88208
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06818
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13042
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.88497
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.83346
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.79424
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.56684
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.53637
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.50848
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.16453
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.01172
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.50392
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.48605
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.58376
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.4507
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.40223
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.5021
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.60569
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.7131
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.82443
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.93981
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.05934
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731261
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.977353
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.235454
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636065
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02598
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64118
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00514
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11596
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18822
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.93467
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.8772
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.83633
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.62285
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.59232
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.56436
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.25186
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.09767
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.94872
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.80484
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.66584
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.51368
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.44015
Ç(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.54053
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.64464
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.75258
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.86447
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.98041
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.10053
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738216
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98124
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239585
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655876
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04751
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76795
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12774
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16245
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24499
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.99808
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.93913
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.89825
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.68172
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.65111
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.62309
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.64685
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.18729
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.03695
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.89171
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.7514
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.61588
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.48496
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.5815
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.68616
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.79468
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.90715
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.02371
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.14445
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.74211
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985373
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.243979
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.675735
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0691
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89454
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23923
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20761
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3008
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.07417
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.01971
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.9792
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.7435
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.71281
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.68472
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.71227
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.28067
½(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.12886
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.98221
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.84054
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.70369
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.5715
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.62504
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.73029
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.83942
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.95253
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.07813
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.2292
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746235
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.989748
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248629
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.695634
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09073
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02081
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42005
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25143
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45953
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69057
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.21917
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.18239
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.80822
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.77746
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.7493
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.813
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.37791
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.22457
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.07644
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.93334
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.79511
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.66158
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.67118
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.7864
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.92486
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.06818
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.21655
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.37041
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750587
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.994366
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253537
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.715573
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11241
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14663
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15697
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33372
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50535
(380.54, 14.82, 270.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.746
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.28848
(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.25159
Æ(380.54, 14.82, 270.31) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.87596
