¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023582
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131408
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295904
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460539
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613332
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775049
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946633
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128201
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320626
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524911
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742084
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973429
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220278
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484189
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746334
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922233
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106671
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.959566
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.053928
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.15353
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.258802
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.370219
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.488309
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.613667
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.746957
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.89741
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.338979
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458166
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583653
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715888
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855456
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002903
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158952
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337896
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509045
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66427
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828108
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001286
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184595
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378886
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58611
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806939
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042252
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293479
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562216
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829315
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008546
Ë(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263387
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.955918
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.050086
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.149481
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.254528
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.3657
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.483526
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.608595
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.747139
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.913218
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.359982
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.480192
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606725
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740137
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880981
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029786
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19424
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381059
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558994
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716716
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883292
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059369
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245852
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443572
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653579
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876979
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115054
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36926
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642982
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915168
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173729
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491791
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.952437
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.046422
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.145618
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.250451
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.361391
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.478964
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.607804
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.758397
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.929299
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.113725
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5028
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630475
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765127
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907248
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058173
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235912
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425382
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610415
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770736
Ê(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940138
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119282
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309033
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510361
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72424
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951919
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19465
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453988
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731647
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062765
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3883
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733317
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.949123
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.042934
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.141942
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.246571
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.35729
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.477196
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.614439
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.773588
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.945653
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.131382
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.526056
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654912
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790789
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934288
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09846
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278688
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470906
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663372
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826393
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998682
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18102
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374214
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579231
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797215
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029289
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276955
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541667
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855289
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22797
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56571
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930636
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.945978
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.039622
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.138451
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.242887
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.354539
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.48361
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.628135
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.789032
â(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.962286
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.149344
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549973
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680011
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817205
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968118
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139805
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322622
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517665
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717883
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883753
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059092
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244675
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441419
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65034
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872561
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109312
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362026
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632314
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041203
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400682
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751425
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13095
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.942998
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.036486
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.135145
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.239399
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.360747
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.491972
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.642744
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.804729
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.979197
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.167612
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574545
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705818
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844381
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008113
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182254
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367741
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565691
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774036
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942795
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121279
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310292
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51078
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72374
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95039
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191951
(357.62, 9.98, 319.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450002
