¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
± (342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29778
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.18186
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.728092
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.34507
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.04737
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.85386
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41305
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53711
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62528
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.264337
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.701738
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.189476
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.736676
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.35482
ó(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.05852
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.86675
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38692
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26887
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99933
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56199
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.269913
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.70795
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.196432
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.744519
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36372
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.06871
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87931
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32792
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77193
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54564
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51362
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.274956
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.713566
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.202722
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.75161
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37177
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.07793
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89105
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84376
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51105
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96447
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13289
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19602
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.279461
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.718581
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.208341
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.757944
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37897
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.08617
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90163
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85614
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34581
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41794
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76774
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65489
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.283428
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.723001
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.213291
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.763526
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.3853
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.09343
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91105
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86717
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1837
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06345
Æ(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41728
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26786
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20876
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.286852
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.726814
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.217563
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.768341
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.39077
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.0997
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91929
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87683
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02467
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88502
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08065
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8969
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97557
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96776
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14159
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.289733
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.730024
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.221159
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.772397
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.39538
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10497
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92636
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8783
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89334
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71021
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65537
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69713
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94618
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16601
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.945
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71829
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.292068
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.732626
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.224075
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.775685
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.39912
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10925
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93225
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87489
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88671
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5389
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53784
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67119
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91637
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10612
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26153
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92455
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89153
º(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.293858
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.73462
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.226308
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.778205
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40198
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.11253
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93695
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86813
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87882
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40915
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52003
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64487
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88615
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04669
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61931
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50076
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78218
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.295102
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.736003
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.227859
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.779953
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40396
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.11481
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94046
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86029
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86967
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81345
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50145
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61534
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84675
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98775
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24768
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41858
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67509
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.295795
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.736778
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.228726
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.780931
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40507
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11613
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94277
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85137
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85927
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77527
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47136
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57829
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79484
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92924
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16478
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33782
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57025
›(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78293
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.295942
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.73694
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.228911
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.781138
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40531
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11709
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9439
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84139
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84762
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73693
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4386
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5409
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7434
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87124
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08319
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25847
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46765
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66932
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.295544
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.736495
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.228409
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.780572
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40467
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11703
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94383
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83035
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83147
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69844
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61819
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50318
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69064
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81374
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0029
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17209
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36726
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5582
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.294591
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.735436
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.227224
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.779238
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40315
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11594
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93899
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81826
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81169
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65981
(342.18, 7.64, 311.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59216
