¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Â(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047197
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77838
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.75771
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.74002
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.7253
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.70321
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.69441
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.68856
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.68565
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.68568
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81159
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062791
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334364
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628828
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949221
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298934
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682204
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104061
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570479
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08887
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66828
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12001
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01999
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87041
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27635
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71081
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17688
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75078
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3323
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93105
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49377
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.84344
Â(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8227
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.80495
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79019
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.76802
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.7592
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.75333
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.75041
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826065
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078404
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351264
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647233
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969229
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320878
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706347
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130634
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599932
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12165
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70511
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26793
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11819
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91526
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32417
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76195
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24488
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83577
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4211
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99302
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56026
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.91191
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8911
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.87329
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.85848
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.83624
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.82738
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8215
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81857
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840511
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094069
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368195
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665648
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9893
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34279
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73041
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157238
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629491
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1546
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74202
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40809
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18198
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96136
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37336
È(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81455
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32501
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92076
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5122
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05704
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.629
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.98385
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96296
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.94509
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.93022
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9079
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.89902
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.89311
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.89017
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854971
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109676
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385143
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684011
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009388
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364779
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754541
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183907
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659061
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18763
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7791
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46419
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24623
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00878
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42395
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86865
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40711
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00715
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58707
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12317
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70006
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.05931
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.03835
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.02041
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.00549
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.98308
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97417
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96824
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96529
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96532
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86944
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125293
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402088
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702464
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029453
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386779
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778781
Ç(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210608
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688714
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22071
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82744
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52073
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31086
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05753
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.476
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92845
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49116
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09581
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6508
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19149
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78729
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.13837
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.11732
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.09931
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.08433
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.06184
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.05289
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.04694
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.04398
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.04401
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883917
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140946
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419053
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720882
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049553
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408839
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237395
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718381
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25867
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87746
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57753
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36809
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10762
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52945
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00782
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57726
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18674
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71654
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28422
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93668
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22108
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19994
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.18186
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.16682
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.14424
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.13525
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.12927
¿(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.1263
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898376
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156549
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435986
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739308
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069684
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430892
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827251
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264165
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748144
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3032
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92773
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63463
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41011
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.159
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58437
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08907
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66542
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27209
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81374
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42161
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09604
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.30751
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.28629
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.26813
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25303
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23035
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22133
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21533
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21235
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912862
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17222
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452941
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757752
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089808
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45292
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851492
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290968
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78756
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34799
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97822
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69205
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45249
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2118
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64076
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17221
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75571
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37288
(379.15, 14.79, 305.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94453
