¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18553
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2684
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86013
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52601
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2808
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97711
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53008
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13445
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89358
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41467
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85067
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11789
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26925
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31914
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37194
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42767
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48637
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5481
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61291
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68084
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75193
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82632
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90401
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98503
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06956
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.039239
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.319607
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.624417
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.956172
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857905
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290883
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769913
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30264
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89847
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56935
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33021
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99674
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55148
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15789
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94577
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47046
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84732
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11437
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35628
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40683
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46024
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51667
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57608
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63851
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70406
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77273
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84466
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91984
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99832
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08023
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16564
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.055844
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.337641
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.644068
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.977351
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882847
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318446
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800461
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33675
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93683
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61269
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37956
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02891
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57347
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18195
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99951
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52797
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84592
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11293
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39119
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49787
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55199
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60914
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66927
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73245
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79878
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86827
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94101
­(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01701
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0964
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17918
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2655
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.072398
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.355622
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.663598
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.998482
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907722
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345905
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830985
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3708
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97507
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65595
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42891
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06355
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60827
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2067
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91817
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58718
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84645
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11352
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39181
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59242
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64729
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70514
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76604
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83002
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89712
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96745
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04105
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11794
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19823
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28195
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36923
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.088889
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.373542
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.682858
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.019549
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932484
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37328
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861408
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40477
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01324
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69915
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47815
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09893
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64676
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24464
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73509
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59252
®(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84897
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11611
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39451
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68478
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74615
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80475
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86646
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93125
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99924
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07043
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14491
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22274
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30398
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38868
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47696
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.105321
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.391398
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.702056
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.040556
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957182
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400595
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891716
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43862
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0513
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74226
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52734
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13502
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68604
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28757
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55286
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59689
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85351
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12079
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39933
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68978
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84873
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90815
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97063
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03633
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10517
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17726
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25265
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33146
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4137
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5123
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61958
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.121686
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.409188
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.721187
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.06149
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981794
™(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427767
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921927
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47238
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08927
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78525
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56289
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16334
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72614
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33135
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73184
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60317
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12749
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40626
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69693
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95506
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01534
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07871
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14526
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21503
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2881
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36448
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46185
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56305
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6681
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77722
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.137984
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.426906
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.740249
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.084056
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006243
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454857
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951998
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50604
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12715
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82814
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58636
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18914
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76704
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37608
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94269
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69738
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91053
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13625
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41531
(374.13, 8.42, 341.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70631
