¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900743
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.16858
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.163044
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.799589
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.7918
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559971
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783294
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013443
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678014
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957071
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242145
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.349637
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.353429
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.506602
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689195
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12513
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58156
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08281
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66411
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30283
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00064
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7846
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41572
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99438
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.840741
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.223743
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.213809
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.204975
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.197236
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.190585
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.185019
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.786237
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.9025
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573886
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78883
É(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019387
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685425
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963441
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248191
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.222259
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.208819
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291589
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699486
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13264
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58982
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09193
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67142
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30835
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00688
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79156
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52127
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10878
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.879575
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.86614
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.854118
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.8433
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.228271
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.220492
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.213806
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.208208
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.773853
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.01869
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579113
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79443
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025398
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273749
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969259
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254475
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572356
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920329
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299192
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709949
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14046
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59837
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1013
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67899
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31429
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01349
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79903
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5723
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22623
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.906193
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.892893
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.880813
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.869941
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.860271
½(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.851798
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.238264
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.23263
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.772282
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.140736
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584401
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800094
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03148
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280295
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975269
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260921
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57772
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926145
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305526
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720081
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14858
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60723
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11105
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68686
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32058
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0205
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80697
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60511
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3396
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.948981
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.934382
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.921019
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.908877
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.897949
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.888228
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.879706
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.872375
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.258306
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.79631
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.250237
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589746
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80582
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037629
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286911
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981399
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267502
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583198
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932098
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312008
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727209
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15692
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6164
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12115
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69504
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32726
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02801
É(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81539
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63899
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37704
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.380253
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.978644
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.963974
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.950539
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.938334
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.927349
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.917573
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.909001
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.821529
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.953595
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595149
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811608
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043844
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293603
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987687
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274284
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588774
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938185
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318651
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734459
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16557
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62585
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13157
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70348
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33434
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03593
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82648
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67397
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41575
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.025741
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.009737
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.99499
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.981484
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.969212
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.958163
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.948331
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.939706
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.847963
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60061
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817459
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050127
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300366
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994081
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281199
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594507
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944379
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325414
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741879
µ(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17449
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63564
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14232
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71225
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34174
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04424
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83885
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7101
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.075735
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.058374
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.042285
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.027457
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.013875
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.001534
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.990419
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.980526
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606127
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82337
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056476
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3072
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577572
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288265
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600332
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950727
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332324
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748075
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1837
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64575
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15341
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71977
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34959
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.053
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85166
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74734
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.10995
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.092494
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.076316
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.0614
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.047741
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.035326
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.024144
(379.52, 16.00, 281.68) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.014189
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611699
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829341
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062888
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314106
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585025
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295487
(379.52, 16.00, 281.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606493
